	GSM4705199	GSM4705200	GSM4705201	GSM4705202	GSM4705203	GSM4705204	GSM4705205	GSM4705206
AC131235.3	0	4	0	0	1	2	0	0
LINC02266	1	0	4	3	1	2	0	0
AC004982.1	2	2	7	2	10	7	3	3
AP000345.2	10	4	2	5	4	8	2	2
ADIRF-AS1	51	24	17	22	91	92	27	16
AC007881.3	0	0	0	1	0	1	0	1
AC005323.2	1	0	0	1	0	0	1	0
AC069257.3	326	198	196	204	296	249	184	185
AC135457.1	3096	1607	1067	1488	1999	1796	2857	2258
AC107214.2	4	7	6	3	4	3	21	10
AC004948.1	1	1	0	0	0	0	0	0
AP005131.7	2	0	0	0	0	0	0	0
AC063962.1	0	4	0	0	1	0	0	0
AL592148.3	77	51	36	68	62	75	72	59
STAG3L5P-PVRIG2P-PILRB	201	122	80	149	161	156	84	107
AL133245.1	0	0	0	0	0	0	0	1
AC245297.2	9	5	10	7	10	10	8	7
AC083798.2	285	187	194	185	163	170	198	148
AC093726.1	18	16	6	8	17	20	3	14
AC115284.1	29	18	7	20	23	23	13	21
AC103702.2	0	0	0	0	1	0	0	0
AL596094.1	5	0	0	4	1	3	1	3
JMJD1C-AS1	18	23	11	16	17	17	5	6
AC004854.2	3	2	1	1	5	2	3	8
AC097532.2	13	2	6	2	1	1	7	7
AC005696.2	137	84	85	82	60	61	116	102
AC104109.3	4228	2743	2555	3729	4013	3737	3485	2772
AC112219.2	0	2	0	0	0	0	0	1
AC019131.2	4	2	4	2	2	0	3	5
AC245060.4	291	186	109	177	165	205	236	179
AC147067.2	0	2	0	0	0	0	0	1
AC019193.2	0	0	0	3	0	4	1	0
AC253536.6	3	0	2	1	9	4	0	1
AP000864.1	4	0	4	5	0	3	2	1
AC010976.2	1	0	1	7	1	0	4	4
AC073389.3	2	2	1	0	0	1	0	3
RP11-141C7.4	0	0	0	1	2	0	0	0
AC126283.1	2	0	2	0	0	0	0	0
AC092954.1	0	0	1	0	0	1	1	0
AL008721.1	0	1	0	0	0	0	0	0
AC006238.1	2	1	0	1	0	0	4	1
AC021851.1	11	1	3	1	7	4	5	2
AC004080.5	0	0	0	0	0	0	0	0
KRTAP10-7	1	6	1	0	1	0	1	0
AC007038.2	36	19	8	14	9	8	14	11
AC015712.6	11	4	2	10	4	1	9	6
U91328.3	1	1	4	1	4	2	1	0
AC004908.2	18	11	2	11	5	7	12	12
AC093732.2	2	2	0	0	2	4	0	0
AC098850.4	6	4	1	5	1	1	5	1
AL359198.1	7	7	3	3	1	0	4	2
U62317.2	195	91	74	106	177	162	124	103
AC073610.3	874	546	480	493	769	646	1046	946
AL445423.1	1	0	1	0	1	0	0	0
AC245100.7	0	1	1	0	0	0	0	0
AL844908.1	0	0	0	0	1	1	0	1
AC002470.1	3	4	3	5	5	1	1	3
AC027644.3	107	70	79	94	143	115	78	69
AC022296.3	1	1	1	0	0	1	0	1
AL022238.3	1	2	1	1	5	1	0	0
AL022328.1	4	2	2	1	3	0	2	2
OR10AE3P	2	1	3	0	0	0	0	0
AC011899.3	0	0	0	0	0	0	0	1
AC092902.3	2	0	0	0	2	0	0	1
AL139393.2	48	31	13	13	8	10	11	6
AL391834.1	30	17	13	17	16	11	14	12
AC211476.2	6	3	0	3	1	1	6	6
AC074044.1	44	51	22	39	41	28	27	24
AL135910.1	6	6	7	9	22	19	16	6
AC084018.1	2	5	4	5	2	1	1	3
AC096772.1	41	22	19	25	29	24	16	23
AC069544.1	7	7	7	7	10	5	1	2
AC004839.1	2	1	0	0	0	2	1	1
AC104458.1	3	0	4	0	0	0	2	0
AC112250.2	0	0	1	3	1	1	1	0
Z93930.3	0	1	1	1	1	5	2	1
AC012360.2	0	0	0	1	1	1	0	0
AC106052.1	1	0	0	2	0	1	3	1
AC135803.1	2	0	0	7	1	1	1	0
AL591686.2	2	1	5	5	3	0	0	0
AL135786.2	0	0	0	0	1	0	0	6
AC097534.2	22	11	14	22	20	12	56	47
AL159169.2	13	17	7	8	18	10	7	8
LL22NC03-N14H11.1	5	4	8	5	11	5	7	5
AL034548.1	4	0	2	1	0	1	2	1
AL161734.1	0	0	2	0	6	1	0	0
OR2BH1P	2	2	5	0	0	0	0	0
AC113189.4	43	70	35	48	21	23	72	84
DCP1A	553	414	256	343	326	289	312	309
CSPG4P5	6	7	1	4	0	5	0	0
LINC01578	693	336	303	391	464	309	361	377
AL133551.1	1	1	1	0	0	0	2	1
AC004982.2	11	14	6	7	12	5	7	6
AC009303.3	0	0	1	0	1	5	0	0
AL355987.3	998	543	470	498	1830	1661	841	787
AL109827.1	141	160	254	321	311	292	248	223
ATP6V1FNB	7	3	1	8	2	1	2	7
OR10Q2P	1	0	0	0	0	0	0	0
TBC1D8-AS1	1	0	1	2	1	4	0	0
AL390726.3	13	7	2	7	27	28	13	9
AC018648.1	1	0	1	0	2	1	0	0
AL353708.3	14	18	21	45	21	5	14	10
AC006033.2	5	0	2	5	1	1	3	9
AL122035.2	16	12	11	9	29	35	10	12
AC090425.2	100	41	43	37	88	70	106	82
AC005696.3	0	0	0	0	0	0	2	0
AL356608.1	2	2	0	0	0	0	2	0
AC009237.14	21	17	7	13	22	18	11	20
AL359532.1	2	1	2	5	0	3	0	2
AC018635.2	1	0	2	1	0	0	0	0
AC022400.6	182	140	110	110	145	103	86	86
AC010186.4	50	29	11	34	23	19	19	23
AC005070.3	75	47	19	32	43	28	22	30
hsa-mir-1253	1	0	0	0	1	0	0	0
AC005832.4	711	366	282	357	615	669	667	471
AC107294.1	0	1	0	1	0	0	0	0
AC092139.1	9	9	1	2	2	4	3	3
AC107464.3	1	1	0	5	0	1	1	2
AC099568.2	0	0	0	0	0	0	2	3
AL391121.1	6	1	1	2	2	1	0	0
AL390726.4	21	9	7	8	33	31	15	11
AC096586.1	22	19	7	10	14	8	7	5
OR6U2P	3	1	6	5	7	14	1	1
U62317.3	2	1	0	0	4	1	1	0
AC083862.2	58	53	28	40	40	45	45	36
AL022324.3	0	2	0	1	0	0	2	4
AL356299.2	1	0	0	0	0	1	0	0
AP001412.1	0	2	4	8	3	5	1	0
AC093799.1	0	1	0	3	1	2	0	0
AC092171.4	1	0	0	3	1	2	1	0
AP000553.2	3	3	2	1	1	1	0	1
KB-226F1.1	25	12	0	0	0	0	23	16
AP000322.1	0	0	0	0	0	0	0	1
OR7A19P	1	0	0	4	0	1	0	2
AC064836.2	0	1	2	0	0	0	0	2
AC073352.2	3	0	3	3	3	4	2	3
RBAK-RBAKDN	124	90	40	55	78	63	67	43
AC024243.1	0	1	1	2	0	0	1	2
AC107294.2	9	3	0	1	0	1	0	0
AL365181.4	0	3	6	1	3	2	3	6
AP000350.5	2	0	0	0	1	0	2	0
MYHAS	2	0	12	1	2	1	3	4
AL008721.2	34	19	8	8	17	9	6	3
AC093388.1	0	5	3	8	7	3	3	4
Z94721.2	133	132	74	120	135	145	109	54
AL355816.1	2	0	2	1	0	1	0	0
AL117339.4	4	11	11	8	16	2	3	3
AC007349.4	0	0	2	1	0	3	0	0
AC009570.1	3	0	2	3	1	1	4	3
OR5AL1	0	0	1	1	2	1	3	2
AC022392.1	0	0	0	2	0	0	0	0
LINC02012	1	7	4	0	0	0	2	0
AC084036.1	6	1	4	8	5	6	2	3
AF129408.1	90	54	30	30	30	26	51	38
AC012360.3	54	41	24	39	37	27	48	44
AC097505.1	5	0	2	3	3	1	0	0
AP000347.2	107	104	83	78	64	58	46	44
AL731533.2	2	0	3	3	3	1	1	2
AL355388.2	5	3	5	1	0	1	0	0
ARL2-SNX15	154	112	117	171	117	119	76	73
AL078644.1	1	0	0	1	3	0	2	0
AC009229.3	0	0	2	0	0	0	0	1
AC021205.3	0	6	0	10	4	1	2	3
AC010864.1	6	4	0	4	1	0	1	0
AL360270.3	75	42	24	53	111	89	82	65
AC092681.3	0	0	3	0	0	0	2	0
AL353600.1	5	3	2	1	1	0	1	2
AC117490.2	12	9	7	25	10	5	5	4
AC018645.2	9	8	8	5	9	5	2	0
AC008124.1	107	73	59	85	62	60	86	78
AP000240.1	2	2	4	4	4	5	1	2
FAM106A	57	63	27	22	65	51	23	37
INTS4P2	5	4	2	2	5	0	0	0
AC009690.3	36	77	25	34	53	27	33	28
AL358472.3	1	3	0	2	1	0	0	0
AL844908.2	0	1	0	0	0	0	0	0
DGCR9	16	12	5	3	7	6	7	3
LINC02035	61	21	21	27	37	40	10	13
AC007684.1	7	7	2	3	5	4	1	1
AL390726.5	38	12	12	15	79	51	26	17
AL365203.2	70	36	28	25	37	24	58	52
ATF4P2	1	0	0	0	1	1	0	1
AL022334.2	1	0	0	0	0	0	0	1
C2orf15	6	1	4	2	7	4	2	1
HOXC5	11	11	2	11	5	1	3	1
AL121845.2	2	2	3	2	4	2	2	0
MIR4720	1	2	0	0	2	0	2	0
AC012531.2	6	2	0	1	0	0	2	2
OR51F4P	2	2	2	0	9	3	0	0
AC005046.1	4	8	2	7	9	6	2	4
AL354694.1	3	1	0	0	0	0	2	2
AL359921.2	0	9	8	1	3	4	0	6
AC239803.2	0	0	0	0	0	0	0	0
CDC37L1-DT	12	6	8	22	9	10	7	6
AL449106.1	49	45	16	58	97	86	17	14
AC007250.1	4	2	4	3	5	2	1	0
AL355987.4	53	60	60	89	125	99	30	35
Z99755.2	0	1	0	0	0	0	0	0
AC211433.2	0	0	1	0	1	0	3	0
AC073869.3	4	1	2	1	1	1	1	1
RP11-122G18.8	1	0	1	0	0	0	0	1
AL021707.7	2	0	1	0	0	1	0	1
AC110609.1	1	1	2	1	5	3	0	0
GRIN2B	13	7	45	51	40	39	13	25
AC009309.1	13	13	6	10	11	7	13	6
Z73429.1	0	0	1	2	0	0	0	0
AC092171.5	10	97	9	11	9	3	2	8
OR52E1	2	0	3	2	7	1	0	2
AL713999.1	1621	1218	814	1219	1402	1213	1099	1043
AC007378.1	10	10	2	0	3	3	5	1
AP000255.1	1	0	0	0	0	1	0	0
AC097065.2	0	0	4	1	0	0	1	2
AL021707.8	2	2	1	2	1	0	0	0
RP11-219C20.3	5	4	2	2	2	4	0	2
AC005303.1	0	0	0	0	0	1	0	0
AL596442.2	2	0	0	0	0	0	0	0
AP000569.1	1	0	1	1	1	0	0	1
AP000322.2	3	2	1	2	0	0	0	0
AC019129.2	0	1	1	3	0	1	0	0
AL512598.1	2	6	3	1	2	1	13	3
AL121929.2	9	1	0	4	0	2	1	0
AL162591.2	12	9	7	6	7	4	14	8
LYPD4	2	2	5	4	3	0	2	3
AL590385.2	8	7	1	3	2	2	5	3
AC133528.1	5	0	5	3	1	1	0	4
AP001596.2	0	0	5	2	3	1	0	0
LLfos-48D6.1	10	15	19	15	13	8	6	9
AC144652.1	17	8	15	8	6	4	11	17
AC093865.1	5	0	2	0	2	0	4	3
AP005229.2	0	0	1	0	0	2	0	0
AC020634.1	0	0	0	0	0	0	0	0
AL365434.2	1	0	2	0	3	0	1	0
LINC01990	6	2	4	3	1	0	6	0
PACERR	6	5	4	0	7	9	9	5
RP6-42F4.1	58	34	60	56	44	52	61	53
AL355312.3	7	12	4	3	4	4	0	3
AC116651.1	3	2	4	1	0	3	0	3
AL022328.2	3	1	3	7	8	7	2	0
AC005021.1	257	176	173	209	254	242	254	160
AC007663.3	1	0	0	0	0	0	1	0
AP001269.4	0	1	0	0	0	0	0	2
AC073335.2	6	6	12	17	24	15	3	2
AL355512.1	4	1	1	0	2	0	7	3
BX537318.1	5	6	3	6	11	5	3	3
AL035563.1	4	7	1	7	2	1	9	5
AL138963.3	8381	7046	6213	7680	7105	6170	6975	6247
AC073957.3	97	133	90	109	103	64	69	74
AC067747.1	0	0	0	0	1	1	0	0
AL121845.3	32	26	19	32	35	28	12	12
AC092587.1	234	174	104	127	253	239	139	134
AC124016.2	5	7	4	11	2	2	2	7
AL359962.2	1	0	0	0	0	0	0	0
AL133215.2	0	0	0	0	1	0	0	1
DGCR10	0	0	0	0	0	1	0	0
AL121652.1	14	12	3	7	1	10	2	3
AL359736.1	13	30	17	12	21	15	12	10
AC002094.3	230	122	59	83	381	392	188	212
LINC02091	0	0	0	0	0	0	1	1
SNURF	1895	1078	908	1141	1802	1748	1964	1666
AC108673.2	0	1	1	1	6	0	7	4
BX323046.1	3	2	1	0	3	4	1	0
AL008635.1	0	1	0	1	0	0	1	1
AC092954.2	0	0	2	0	1	0	0	2
AC092535.4	6	0	2	0	1	4	1	2
AC019193.3	0	0	0	0	4	0	0	0
AC131235.4	2	0	0	0	0	0	0	1
AC093726.2	2	0	1	3	2	1	0	0
AC010655.4	364	343	181	256	1286	1192	284	231
AL359091.5	3	6	0	3	0	0	0	4
AL022328.3	2	0	0	1	2	0	0	1
AC010619.2	866	766	545	821	650	654	596	571
AL671710.1	31	37	20	27	54	25	25	9
AC062037.2	1	0	1	4	3	0	0	1
AL096803.3	1	2	1	4	2	0	0	0
AP000692.2	9	23	14	19	25	26	15	20
AC006946.2	16	11	8	6	20	5	11	10
AC104506.1	11	4	2	9	14	9	2	4
AC069148.1	0	0	0	1	0	0	0	0
AP001437.1	1	3	2	0	7	3	0	1
AC137630.4	36	12	12	19	18	13	12	14
AC000068.2	256	103	70	87	119	101	194	151
AC239798.4	22	32	6	21	13	4	6	6
AL031587.4	1	0	1	0	1	0	0	2
AC002059.1	4	0	0	0	2	0	0	0
AC008695.1	630	582	222	245	413	405	300	273
AC005776.2	2	2	9	2	4	6	2	0
AC091736.1	2	1	0	3	2	0	0	0
AL355816.2	40	31	21	31	58	29	15	14
FAM25BP	0	0	0	0	0	0	0	0
AL391834.2	11	11	5	7	11	10	11	4
OR5BQ1P	0	0	0	0	3	0	0	0
AC102953.2	9	2	1	2	4	1	1	1
AC090912.3	0	0	2	0	0	0	0	0
AC097724.1	0	2	0	2	1	0	1	0
OR2A13P	0	0	4	0	4	6	2	2
TMEM271	0	1	0	0	0	0	0	1
AC013468.1	6	5	3	3	2	1	1	5
Z82243.1	3	2	5	4	2	2	1	0
AC005301.1	0	0	0	0	0	0	0	1
AC092653.1	2	1	5	0	1	1	1	0
AC097376.2	97	77	42	90	64	44	31	47
AC010997.4	0	0	0	2	0	0	0	0
BX649632.1	1	1	0	3	1	1	0	1
OR7E39P	1	0	2	0	0	0	0	1
AL022328.4	32	14	14	18	7	16	5	20
AF129075.2	128	106	79	139	124	94	139	86
OR5BP1P	1	1	0	0	0	0	0	0
AC069200.1	1	0	2	0	0	0	0	0
AC016737.2	0	1	0	0	0	0	0	0
AL049839.2	3334	2777	1170	1708	1100	1009	7873	6819
AC092953.2	60	22	27	21	40	22	39	38
AL121928.1	175	158	75	117	138	137	105	95
AL360219.1	3	0	2	0	0	0	1	2
CNNM3-DT	1	0	0	2	0	2	0	2
AC097381.3	0	0	0	0	0	0	1	2
AC073283.3	3285	1938	2306	3144	3620	3347	3835	2898
AC090114.2	34	16	26	37	26	10	12	16
AP000254.1	30	4	26	11	11	8	8	14
U62317.4	2	0	0	0	0	0	0	2
ZBTB8B	15	20	5	9	9	11	14	7
AC017083.2	198	270	96	131	97	66	66	73
AP001033.2	11	7	9	16	17	9	4	5
AL008718.2	0	2	0	1	0	0	0	0
AC108004.5	0	0	0	0	0	0	0	0
AL121672.3	0	0	0	2	0	0	1	1
AC092042.3	42	29	39	81	25	21	17	30
AC093458.1	5	1	0	0	0	0	0	2
C1QTNF3-AMACR	57	54	31	39	78	76	62	69
AP000350.6	9	2	0	3	1	6	10	10
AC009275.1	1	4	1	0	6	4	4	2
AC006153.1	72	62	32	59	66	95	29	33
AC000068.3	6	3	2	3	1	2	1	0
AC016717.2	2	2	24	18	13	17	8	6
AC016747.3	3	6	6	2	3	4	0	2
AC009237.15	1	4	3	3	4	0	1	2
AC018690.1	4	7	6	4	4	2	4	5
AC024560.3	3	0	1	0	0	0	1	7
DGCR11	5	7	3	6	4	6	2	1
AL121749.1	3	1	4	0	0	0	5	1
RBAKDN	10	12	0	1	5	1	6	2
AC005229.4	2	7	5	5	3	8	2	9
AC058791.1	132	89	67	70	172	138	91	113
AC007032.1	11	8	6	13	17	6	14	8
AC023983.2	2	4	4	1	1	0	0	1
AL008723.3	0	1	0	1	0	0	0	1
OR6L2P	1	5	1	0	0	1	1	1
AC099329.2	10	4	9	10	7	4	6	5
AC078846.1	25	31	24	37	30	16	18	11
CYP4F36P	0	0	0	0	0	0	0	0
TM4SF19-TCTEX1D2	235	98	99	102	123	117	111	100
AL662884.1	2	0	0	2	2	1	1	0
AP005432.2	0	1	0	0	0	0	1	2
OR7M1P	2	5	4	1	0	0	0	0
AC103591.3	11	3	9	3	8	5	12	6
MICE	0	0	0	0	0	0	0	0
AC004921.1	0	1	0	0	0	5	0	0
AP000553.3	2	0	0	0	2	2	0	0
AC007663.4	3	1	1	1	3	0	0	2
PAXIP1-AS1	22	14	8	12	31	29	1	11
AC104109.4	989	744	566	778	807	733	985	741
AC027449.1	7	2	2	3	10	10	6	7
AC004832.5	0	4	5	10	12	8	2	2
AL008718.3	0	0	0	2	0	0	0	1
AP000894.4	7	0	0	1	1	0	0	0
LINC02019	14	13	11	8	5	4	4	5
AC022017.1	0	0	14	3	4	2	1	1
AC021016.3	2	1	1	0	0	0	1	1
AP000547.2	5	1	0	0	0	0	1	1
AL353801.3	0	0	0	1	2	1	0	1
AL451074.6	1	1	3	8	0	0	0	0
Z83851.2	8	1	1	2	1	0	0	0
AL355472.4	0	0	1	0	2	1	2	0
AC006566.1	1	3	1	0	0	1	1	1
AC096586.2	10	4	2	3	4	8	0	1
AC108747.1	1	2	0	1	0	0	0	0
SFTPD-AS1	1	4	24	10	12	2	8	2
AL355488.1	12	4	9	27	10	6	8	3
AC069222.1	0	0	13	2	3	0	2	2
AC055764.2	2	4	1	2	2	0	4	0
OR2Q1P	3	2	1	0	0	0	1	1
AL158071.4	12	14	4	4	4	3	5	5
AL356488.3	83	53	57	59	59	58	48	57
AL137796.1	5	2	0	0	2	0	3	1
AC005005.3	5	2	2	7	0	0	0	2
AC005291.2	2	2	0	0	0	0	0	0
AC083880.1	3	3	3	4	2	4	0	3
AC128687.2	6	1	0	4	6	5	4	1
FLJ00388	0	0	0	0	1	1	0	0
LINC01396	1	1	0	0	0	0	1	0
AC017083.3	257	245	178	208	234	247	166	145
AL159169.3	1	1	0	0	2	1	0	2
AC004908.3	11	8	8	12	1	3	4	3
AC107294.3	0	3	1	0	0	0	0	2
AC245008.1	2	2	0	0	2	2	1	0
OR5B15P	3	1	3	1	3	5	2	4
AP003481.1	0	0	2	1	1	0	1	3
AL136982.7	38	13	15	18	62	62	19	13
AP000904.1	6	1	7	2	8	1	1	5
AL732292.2	1	0	0	2	1	1	1	2
AC004877.1	9	7	2	4	5	3	2	2
AC008738.7	2	2	2	5	6	3	5	1
OR13I1P	3	1	7	3	0	1	1	3
AL008582.1	0	1	1	0	0	5	1	2
AC004832.6	0	0	0	1	0	0	1	0
AC004951.4	72	66	37	44	63	57	37	37
AC004080.6	0	0	0	2	0	1	8	2
OR8S21P	0	0	1	0	0	0	0	0
AC108673.3	1	5	5	4	5	2	5	0
AC006946.3	6	3	2	1	4	6	1	0
AL645608.8	1	1	1	4	0	0	8	0
AC006023.2	2	2	0	1	0	1	0	1
AC133644.2	0	0	0	0	0	0	0	0
AC004067.1	7	6	6	1	2	3	2	7
AC006480.2	9	5	10	9	3	2	1	6
AL139124.1	1	0	1	0	1	0	0	3
AL031666.3	17	23	5	12	5	8	12	6
AC112503.2	0	0	0	0	3	1	1	0
AC072039.2	7	9	13	4	2	2	2	4
AC064836.3	3	2	3	7	2	2	6	4
AC105265.3	0	2	1	0	0	1	2	0
AL138834.1	3	0	2	3	2	0	0	0
AP000238.1	3	1	0	1	1	0	0	1
AC012510.1	8	5	3	7	3	4	1	1
AC112229.4	3	4	3	2	2	2	3	3
AC096733.2	18	13	15	12	6	8	5	5
BX649601.1	0	0	0	0	0	0	0	0
AL157392.4	1	0	4	0	0	0	0	1
AL133215.3	0	1	0	0	0	0	1	0
AL391069.4	0	0	0	0	0	0	0	1
AL354760.1	3	4	0	2	0	1	2	0
OR6R2P	1	0	0	0	0	0	0	0
AL139339.2	10	23	5	18	9	5	2	2
AC096992.2	7	9	9	16	6	3	2	4
AC104836.1	1	0	0	1	1	0	0	0
AC008264.2	262	206	151	158	301	254	242	221
AP000229.1	6	2	4	1	3	0	6	2
AC098479.1	3	0	0	2	1	0	0	0
AL359198.2	0	0	0	0	1	0	0	0
AL354809.1	2	4	9	6	10	9	2	3
CNTNAP3P1	4	5	2	2	2	4	3	6
AC022748.3	1	0	0	0	0	0	0	0
TBC1D3K	56	22	23	37	22	19	14	8
AL162274.1	1	2	5	3	4	3	2	2
AL139082.1	14	6	4	5	7	7	10	2
AC121758.3	0	0	0	0	3	0	0	0
AGBL1	10	3	34	35	25	11	0	3
HIST1H4K	15	8	3	16	8	12	10	11
AL354810.1	0	0	2	0	0	1	1	0
AC120498.8	1	0	0	0	0	2	2	1
AL136439.1	0	0	4	1	0	1	0	3
AC016597.2	0	0	1	1	0	0	0	1
AC008781.3	0	1	0	0	2	0	1	1
AL512310.10	0	1	0	0	1	0	1	0
CWC25	268	208	162	211	216	191	205	148
AL691403.2	13	5	2	0	9	10	2	7
REXO1L3P	0	0	0	0	0	0	1	0
AC131009.3	1	0	0	0	3	1	2	2
AC008432.1	0	0	2	0	5	1	1	0
AC009283.1	15	11	10	5	7	2	2	6
AC087072.2	0	0	2	1	1	1	0	0
AC009093.5	0	0	0	0	0	0	1	1
AC096708.3	0	2	2	0	1	0	2	2
LINC02348	3	2	0	0	0	2	1	0
OR10G1P	1	0	2	0	6	1	0	1
AC093838.1	0	0	0	0	0	2	0	0
AC008175.2	0	0	0	0	0	0	0	0
SMIM11B	133	68	77	94	143	120	119	81
AL355377.1	7	10	4	11	5	5	8	5
AL731571.1	11	32	19	18	51	31	19	18
EPOP	0	2	8	4	12	5	6	11
ZNHIT3	637	360	265	368	421	409	427	354
AL135999.2	1	4	3	2	0	2	0	1
AL121832.2	7	9	7	4	1	4	2	7
AL354798.1	6	3	4	1	9	8	1	1
AC079395.2	1	0	1	2	0	0	1	0
AL139260.2	398	332	260	346	301	271	204	185
WBP1LP8	0	0	0	0	0	0	0	0
PPP1R26P2	3	0	0	0	0	1	0	0
AC215522.1	0	0	1	0	0	0	0	2
AC100793.4	4	2	5	1	1	0	2	0
AC020904.2	35	40	23	40	31	19	8	15
AC108125.1	0	0	0	0	0	0	0	0
AC010776.3	1	1	6	0	0	1	0	2
AL136317.1	0	0	0	0	0	0	0	1
AC015819.1	0	1	1	0	0	1	0	0
AC021752.1	7	9	4	3	5	4	6	5
AL118556.2	7	4	0	3	5	1	0	2
AC009318.2	12	5	3	4	11	5	7	4
AC109583.2	2	3	0	2	3	3	1	0
AC004223.3	1	0	2	1	0	0	1	1
AC087284.1	8	14	12	3	3	7	0	4
AL050303.2	0	0	0	0	0	0	0	0
C2orf27AP1	0	0	0	1	0	1	0	0
CT45A7	1	0	0	0	0	0	0	0
MRPL57P1	0	0	5	1	0	0	0	0
AC091271.1	9	10	11	8	14	23	5	5
HIST1H2BM	2	0	0	0	0	0	0	2
AL596245.1	0	0	0	1	1	0	1	0
LHX1	2	3	0	3	2	0	0	1
AC005520.5	30	15	16	19	29	35	25	17
AL021997.2	1	1	1	0	0	0	0	0
AC092670.1	0	0	1	0	1	0	0	0
AL359547.2	1	0	13	1	3	6	0	0
AC091812.2	0	0	0	0	0	2	0	0
AC087385.3	0	0	4	0	0	0	0	0
AL139089.1	23	7	10	17	3	7	9	13
AC106782.5	0	1	0	0	2	2	0	0
AC007686.3	10	18	7	13	9	3	12	17
VN1R74P	0	0	4	3	0	0	0	0
AC011472.4	3	5	2	4	0	0	4	1
AC005258.1	2104	996	1057	1436	2374	2235	1956	1486
AC244100.1	0	0	0	0	0	0	0	1
AC234791.1	0	0	0	0	0	0	0	0
AC022558.3	27	20	12	26	33	18	14	11
CYFIP1	813	625	668	844	928	903	645	555
AC100756.3	0	1	1	0	0	0	0	0
AL117379.1	1	8	3	8	2	4	1	3
AC245041.1	0	3	1	0	0	4	0	0
AC007318.2	238	179	141	182	205	193	241	208
AC024257.4	0	0	2	1	1	0	0	0
LCA10	0	1	4	0	0	0	1	0
AC024337.2	1	3	0	10	0	1	0	0
AC244107.2	0	0	0	0	0	0	0	0
CEACAM20	3	5	4	2	0	0	1	4
AL136040.1	3	4	5	5	10	10	7	6
AL137058.2	23	16	16	28	29	30	19	14
AC020658.4	0	1	1	0	0	0	0	0
AC022898.2	0	0	0	4	1	0	0	0
BX322562.1	4	1	1	3	5	3	3	7
AL133445.2	9	8	5	4	6	4	1	4
AC119619.1	0	0	0	0	0	0	0	0
AC138932.4	0	0	0	0	0	0	0	0
AC083805.3	0	0	0	0	0	0	0	0
AL137847.3	1	0	1	2	1	1	0	0
BX640514.2	0	0	0	0	0	0	0	0
AC123788.2	0	0	0	0	0	0	0	0
AC005695.3	0	0	2	2	0	0	0	0
ENPP7P7	0	0	2	1	3	1	1	2
USP27X	15	7	24	27	15	21	7	9
AL096828.3	4	2	2	0	0	0	0	1
AC008033.3	0	0	1	0	2	0	1	0
FP700111.2	16	7	12	13	2	4	11	11
AL133227.1	22	7	12	5	7	7	5	10
AC018755.4	0	0	0	0	0	0	0	0
AL109954.2	1	3	1	0	1	0	0	1
AF254983.1	11	8	42	18	21	7	9	11
TAF9	2479	1515	1067	1291	1881	1669	1855	1433
AL139418.1	0	0	0	0	0	0	1	0
SDR42E1P4	0	0	0	0	0	0	0	0
AC027088.4	1	0	3	2	7	5	0	1
AC023158.2	0	0	1	0	0	1	0	0
AC020658.5	1	0	0	0	0	0	0	0
AC140113.4	0	0	0	0	0	0	0	0
AC024581.2	0	0	1	3	1	1	0	0
AC010678.1	0	0	0	0	0	0	0	0
AL138721.1	0	0	0	3	3	2	0	0
SLC25A15P4	1	0	1	0	1	1	1	0
AC019176.2	0	0	1	1	0	1	0	0
AC236972.3	1	0	0	0	0	0	2	0
FRMD6-AS1	1	5	6	5	4	2	7	2
AC034102.8	0	1	2	0	0	1	2	0
AL731566.1	106	70	27	54	82	76	61	32
AL133520.1	3	1	2	6	2	4	4	5
SLC20A1P2	1	0	1	0	2	0	1	0
NOL12	310	144	137	213	195	197	278	244
CR848007.3	0	0	0	0	0	0	0	0
AC012313.9	0	0	0	1	0	0	2	2
AC011297.1	0	0	0	0	0	0	0	0
CA15P2	0	0	0	1	0	0	2	0
AL450423.1	3	0	4	0	7	2	0	1
AC103858.2	0	0	0	0	1	0	0	1
AC104260.1	1	0	5	10	8	3	5	3
AC084757.4	2	0	3	0	0	0	0	2
AL513485.1	0	1	0	0	0	0	1	2
AL031667.3	3	3	0	1	4	2	1	2
AC005632.4	2	0	4	0	0	0	0	0
AC113385.2	2	4	2	2	1	0	1	0
AC009560.1	4	5	2	3	0	4	1	3
IGKV2-40	0	0	0	0	0	0	0	0
ENPP7P14	3	4	1	2	0	4	0	0
AC243654.1	4	1	1	0	0	0	0	3
AC009163.5	0	0	2	2	1	0	0	0
AC068722.2	1	0	1	0	0	1	0	1
AC025162.2	1	0	0	1	1	0	0	0
AC005066.1	0	0	0	0	1	2	1	0
AL592071.1	0	1	0	0	1	1	0	0
AC005746.3	3	0	0	2	1	0	0	0
HIST1H3G	2	0	4	1	2	1	3	7
AC121761.2	8	4	5	2	2	1	4	3
AL450472.3	2	0	0	2	0	0	0	0
AC022079.1	0	1	3	7	0	2	2	4
SDR42E1P1	0	0	0	0	0	0	0	0
AL355365.1	0	0	0	2	0	1	0	0
AL049794.1	0	1	0	0	0	0	0	0
RBM17P2	0	0	0	0	0	0	0	0
AL512506.1	0	2	0	1	0	0	0	1
AL135999.3	4	0	4	2	2	1	1	1
AC006011.2	0	1	0	0	0	0	0	2
AL136038.5	25	18	22	19	47	21	15	16
