	GSM5138279	GSM5138280	GSM5138281	GSM5138282	GSM5138283	GSM5138284	GSM5138285	GSM5138286	GSM5138287	GSM5138288
HDAC11	5.28	3.73	8.38	5.15	10.04	8.46	6.74	5.32	5.86	5.04
C9orf82	27.58	28.09	34.54	31.54	31.21	31.03	31.42	26.48	42.58	31.55
PLBD1	4.25	6.5	9.3	4.84	7.14	7.63	19.97	7.17	14.13	9.18
LPCAT1	50.34	51.61	60.87	72.48	79.04	72.8	78.42	36.91	90.72	85.86
RIN3	3.44	3.33	6.92	2.93	4.09	2.08	12.38	2.23	3.36	4.49
ZNF671	5.09	5.51	5.73	6.35	3.81	4.05	4.71	5.42	3.87	8.5
MCMBP	41.67	38.79	44.72	48.36	36.34	37.08	43.21	44.43	41.44	46.62
GGNBP2	43.87	57.67	49.14	54.2	28.74	49.89	48.1	53.23	49.67	52.99
ZNF672	32.84	23.94	36.37	32.02	32.11	32.24	23.77	19.14	21.69	36.92
ATP8B4	4.42	6.45	8.22	4.32	5.07	2.2	7	3.79	4.37	10.48
THNSL1	5.47	4.66	3.96	4.15	3.05	3.22	7.43	5.46	6.44	5.01
RPP21	0.75	0.66	0.73	0.24	2.89	1.58	0.8	1.01	0.81	0.27
ZNF613	2.67	3.95	4.34	3.6	2.04	4.39	3.24	2.53	3.07	3.18
PRR5L	2.26	2.39	3.28	1.04	1.86	1.79	2.43	1.75	1.36	1.6
CALCR	0	0	0.02	0	0	0	0	0	0	0
CYBRD1	6.88	10.11	8.05	12.03	5.31	3.53	8.5	4.95	3.74	5.46
NUP85	16.79	14.95	21.6	16.29	15.59	14.72	15.91	16.16	14.56	19.17
NAA60	24.47	29.51	25.63	20.85	12.25	32.4	20.93	13.27	18.33	23.07
TMC7	1.02	0.94	1.18	0.81	1.44	0.73	0.21	0.49	0.4	0.79
MORN1	3.38	2.81	1.4	1.95	2.12	1.93	2.83	1.65	2.49	2.05
BTNL8	0	0.22	0.94	0.54	0.44	0.07	1.66	0.37	0.23	0.99
TUSC3	69.96	62.38	93.74	68.88	80.66	68.55	82.88	102.36	83.24	102.1
PYROXD1	12.86	13.53	11.09	11.68	8.6	6.81	16.39	13.93	13.89	13.74
ACTR5	5.96	4.8	6.12	5.35	3.87	5.32	6.63	6.97	5.83	7.04
ATAD5	5.62	7.11	10.63	8.16	8.52	8.97	9.12	4.8	9.59	10.2
MAGIX	1.22	0.96	1.03	0.19	0.52	0.47	0.8	1.09	0.43	0.66
SETD6	5.41	9.41	9.18	9.06	7.9	11.14	7.67	6.33	8.1	10.67
C2orf54	0	0.05	0.02	0	0	0	0	0	0	0
TCEAL4	106.47	123.78	65.08	65.92	74.48	70.9	56.79	111.28	52.32	58.78
MRM1	2.12	2.31	3.74	2.8	3.01	3.62	2.17	2.76	1.89	3.87
NANOG	2.69	2.73	3.52	1.04	1.44	3.13	1.68	1.32	1.3	2.08
ADM2	1.56	0.73	1.63	0.51	0.28	1.76	0.61	0.99	0.51	1.24
SPEF2	2.42	1.6	1.19	2.44	2	1.29	2.73	2.72	2.9	2.03
GRRP1	0.23	0	0.22	0	0	0	0.11	0.16	0	0.04
MAP6D1	2.61	2.89	2.1	2.25	1.8	3.05	2.3	1.32	0.86	2.76
UBXN8	21.65	18.7	19.15	33.03	18.76	17.47	21.18	21.62	19.39	19.92
DOK3	3.82	4.03	11.42	3.25	2.57	3.96	15.13	2.66	3.33	8.48
TNIP3	0.08	0.4	0.68	0	0.96	0.21	0.16	0.58	0.31	1.05
KIAA0319L	68.59	72.57	94.8	67.81	74.52	76.35	70.05	58.42	72.04	85.38
SYNPO2L	1.22	1.39	1.61	1.19	0.4	1.61	0.75	0.56	0.27	0.82
ADCK4	28.87	30.87	34.88	17.87	20.22	24.95	22.7	23.66	18.59	29.36
CNTD2	0.17	0.76	0.71	0.26	1.32	1.15	0.64	0.35	0.29	0.32
CNTNAP3	1.35	1.48	2.93	1.07	0.48	0.39	3.07	1.96	2.67	1.62
SLC35E1	52.37	57.79	70.29	52.95	43.86	79.03	60.48	48.02	67.71	74.86
KAT6A	111.05	136.17	116.8	121.5	76.09	107.03	115.02	92.53	97.6	120.08
C6orf155	11.11	11.28	12.05	13.64	11.99	11.14	7.7	13.81	9.12	14.39
ZNF696	4.51	4.77	5.55	2.62	3.49	4.66	4.76	3.52	3.4	3.91
L2HGDH	171.15	277.12	232.36	173.07	96.33	221.5	151.92	132.16	150.68	187.66
C10orf95	0.23	0.28	0.24	0	0.2	0	0.24	0	0.17	0.2
DHDDS	28.25	27.74	27.7	27.55	28.12	26.64	25.43	29.28	27.28	26.65
LPPR3	0.09	0.26	0.09	0.51	0	0.57	0.32	0.16	0	0.02
C10orf81	0.24	4.92	0.19	0.22	0.04	0.02	0.11	0	0.07	0.32
SYNDIG1	1.48	0.12	2.09	2.13	0.8	0.36	0.27	0.29	0.26	1.07
NOL10	41.07	31.63	30.13	33.56	18.02	26.24	30.05	37.75	32.49	30.13
PDZD7	0.15	0.66	0.67	0.49	0.12	0.61	0.05	0.43	0.43	0.45
ERMP1	107.8	106.82	91.6	106.85	106.28	52.56	91.01	63.66	84.41	149.73
PAQR6	3.93	5.94	3.11	2.51	1.78	3.76	1.82	1.48	1.21	1.63
DENND1C	1.8	1.28	2.2	1.48	1.76	1.16	3.26	0.72	1.36	1.42
CEP76	3.68	4.01	4.51	5.24	6.45	3.71	3.88	3.79	4.43	4.63
PHF17	194.72	156.67	157.04	204.2	124.34	165.82	168.39	137.54	160.31	176.27
DENND2D	6.43	5.88	10.4	9.81	11.53	8.33	12.94	8.1	10.19	9.98
DNAJC22	2.05	1.4	3.03	2.55	0.7	1.11	0.48	1.05	0.66	1.55
ABCA11P	4.62	3.12	3.79	4.23	3.25	3.06	3.24	4.41	3.6	3.92
SCD5	109.95	152.17	229.42	123.35	252.54	162.4	174.43	119.44	232.74	197.54
WDR76	7.12	6.79	8.43	5.91	6.03	7.81	5.51	5.77	5.02	6.88
ATAT1	5.45	8.96	4.88	7.41	3.73	8.33	4.65	3.03	3.69	4.04
ZNF767	6.99	8.18	9.09	5.18	5.63	6.05	6.28	5.32	5.09	3.46
WLS	8.8	8.86	12.6	4.36	6.78	6.88	9.28	11.31	6.66	8.4
ZNF442	1.77	2.14	2.5	1.3	2.02	0.79	1.76	2	1.34	1.65
C7orf58	6.43	6.14	9.51	9.51	10.22	11.59	10.83	9.52	7.9	6.26
GRHL2	1.88	1.65	1.09	0.64	0	0.75	0.05	0.54	0.17	0.43
TRMT2B	12.24	13.59	18.62	10.16	10.64	14.15	11.79	9.31	14.56	14.63
DSN1	6.05	6.37	7.99	5.45	5.99	4.96	7.65	5.48	6.13	5.98
FRMD1	0	0.06	0.07	0.05	0.16	0.04	0	0	0.11	0
DNAJB14	50.02	58.77	44.11	44.47	33.19	34.18	44.46	42.76	54.31	41.61
POF1B	0.19	0.25	0.15	0.41	0.68	0.04	0	0.45	0.01	0.21
ZNF702P	6.37	6.82	3.11	5.42	3.95	1.56	5.32	11.09	4.64	3.65
SVEP1	3.72	1.93	3.93	1.08	0.6	2.02	2.57	4.41	2.17	1.87
TTC26	6.35	6.03	4.57	4.78	5.91	6.75	6.5	8.51	7.67	7.02
PLEKHH3	7.52	5.99	13.04	8.43	11.18	11.86	8.69	6.7	9.14	12.96
OBFC1	18.18	14.53	18.94	30.51	20.59	13.18	17.27	14.96	15.72	13.65
NCRNA00241	4.61	5.21	9.07	10.2	4.27	13.63	1.02	4.53	3.7	5.63
ELOVL7	3.01	2.65	5.89	5.5	2.51	3.73	3.29	4.14	3.57	4.57
ANKRD53	1.3	0.82	1.2	1.27	0.84	1.99	0.72	0.37	0.89	0.84
CALD1	51.56	70.74	65.88	65.05	38.32	59.65	68.15	80.82	83.31	73.29
PSCA	0.11	0.05	0.16	0	0.2	0.07	0	0.02	0	0.17
GREB1L	253.41	282.33	274.69	302.68	212.61	286.65	163.95	118.85	168.63	182.18
PCNXL2	15.17	14.43	11.25	14.69	6.98	9.3	6.15	8.14	7.14	6.04
ESRP2	3.05	2.68	2.48	2.25	1.78	3.33	1.26	1.24	1.31	1.66
DOCK5	249.06	344.77	552.69	312.08	247.75	367.04	449.38	334.71	407.9	354.17
C5orf44	16.2	15.06	15.13	17.3	13.79	11.63	13.74	19.87	17.2	16.95
C10orf88	4.44	6.02	4.29	5.07	3.83	2.78	4.28	4.51	5.37	4.23
TMEM156	0.66	1.05	0.76	0.41	0.44	0.32	1.15	0.31	1.03	0.98
GLRA3	0.19	0	0.05	0.11	0	0	0	0	0.14	0.02
RMI1	2.95	3.56	3.84	2.8	1.6	2.7	4.57	3.11	2.97	4.03
FAM192A	35.4	33.76	39.02	42.42	48.55	32.51	43.82	41.98	42.51	40.56
PHC3	106.88	131.77	108.36	122.92	92.22	99.67	127.26	89.75	107.62	111.48
FAM188A	19.7	18.58	24.4	22.42	23.65	13.45	23.5	16.57	22.28	21.73
WWC2	98.31	122.04	97.65	118.2	81.02	101.21	73.5	87.58	84.86	79.89
C14orf159	22.91	21.55	33.38	25.58	32.33	23.31	39.6	19.56	19.8	29.5
NAA25	69.1	78.85	64.08	67.37	28.62	61.57	59.43	80.87	70.3	88.7
UBTD1	3.95	1.85	5.06	3.13	4.39	4.64	3.74	2.91	3.29	4.58
FOXRED2	14.15	17.94	21.89	15.18	12.47	20.64	18.29	8.14	15.45	21.09
TMEM62	19.51	15.17	21.71	23.32	24.81	21.73	20	22.24	20.26	27.19
MYO15B	22.63	44.09	29.86	12.67	14.31	47.76	23.9	16.42	13.13	14.21
NRSN2	41.07	37.49	44.11	30.81	33.45	39.5	28.07	26.28	33.41	46.77
SLC24A6	28.05	23.31	25.18	19.39	18.96	24.59	18.8	18.88	14.83	21.2
PANK2	20.94	16.57	22.27	25.45	16.76	20.08	16.1	21.6	18.3	16.85
FBXL18	29.68	25.12	30.37	19.84	14.97	26.49	16.76	18.18	16.2	26.2
SEMA6D	31.62	35.89	33.26	29.02	29.18	30.81	29.78	51.31	46.45	51.61
ZNF556	0.7	0.54	1.45	0.5	0.16	0.77	0.4	0.27	0.27	1.2
CSRNP3	42.82	36.95	22.74	37.95	28.88	20.87	40.61	21.43	33.01	25.52
NCRNA00321	2.26	3.64	3.74	2.38	1.3	3.21	3.56	1.65	1.6	1.96
TRPM3	0.7	0.49	0.84	0.87	0.92	4.14	0.86	1.63	1.26	1.65
FAM106A	0.43	1.73	2.11	2.36	0.72	0.91	1.55	0.47	1.11	1.25
GPR157	1.22	0.52	0.58	1.03	1.16	0.43	0.53	0.23	0.39	0.53
LOC80054	0	0.06	0.05	0	0	0.57	0	0	0.06	0.06
PGAP1	76.05	161.02	208.9	243.71	237.59	158.28	181.49	82.78	215.25	180.25
LRRTM4	0	0	0.16	0	0	0	0	0	0	0.25
ATF7IP2	23.06	34.54	18.23	21.65	11.16	29.36	15.56	16.05	17.97	25.82
DCAF17	11.65	10.91	12.28	14.23	9.52	6.63	11.84	13.42	12	12.83
C6orf208	0.55	0.54	0.76	0.47	0.52	0.47	0.29	0.23	0.17	0.61
ADAMTS20	0.08	0	0.09	0	0.08	0	0	0	0	0.02
CCDC15	0.94	2.05	2.2	1.54	1.18	0.86	1.84	0.82	1.4	1.08
C15orf34	0.15	0.26	0.34	0.46	0.52	0.2	0	0.35	0.67	0.2
TUBA4B	0	0	0.09	0	0	0	0.11	0.08	0.03	0.02
FLJ14107	7.58	8.64	7.81	4.54	2.08	6.74	4.25	2.27	3.7	3.14
ZNF606	5.56	7.37	4.86	4.9	3.11	5.46	6.76	3.85	5.06	4.57
MZT2B	26.17	11.62	40.79	22.67	37.16	20.94	20.88	26.07	17.9	43.02
C7orf69	0	0.14	0.06	0.03	0	0.07	0	0.08	0.06	0.14
CALM1	489.99	425.67	409.54	472.34	437.43	478.05	439.12	519.3	504.81	518.04
ZFP2	1.56	1.39	0.93	1.84	0.94	0.64	1.23	0.37	0.63	0.76
ZNF614	11.35	15.58	11.91	16.02	11.95	7.02	12.25	12.74	9.84	11.89
C3orf36	17.16	14.35	22.87	10.08	2.2	11.27	8.34	21.89	9.9	10.82
BICC1	11.45	8.25	12.73	8.62	11.43	8.08	4.46	8.08	4.13	6.7
BAIAP2L2	0.19	0.63	0.57	0.49	0.68	0.02	0.16	0.33	0.29	0.32
ARL14	1.54	0.74	0.57	0.27	0.42	0.5	0.27	0.35	0.89	1.57
PIF1	0.45	0.19	0.75	0.19	0.64	0.25	0.64	0.31	0.26	0.15
YSK4	1.52	0.79	1.04	0.95	0	0.43	0.4	0.91	1.03	0.83
VCPIP1	50.09	63.52	63.5	66.7	39.59	60.99	62.19	63.31	60.44	76.86
CCDC33	1.35	1.97	0.63	0.24	0	0.68	0.43	0.6	0.37	0.52
C14orf45	5.45	6.48	4.42	4.13	3.57	3.21	6.04	6.35	4.86	6.29
TRIM46	0	0.59	0.29	0.16	0.42	0.07	0.11	0.12	0.03	0.11
C6orf97	2.37	0.8	1.17	0.28	1.54	0.61	1.39	0.21	0.37	1.11
NR4A3	62.82	82.62	127.08	110.29	68.07	39.28	41.49	34.37	48.38	65.22
LRRC8E	10.36	5.48	11.48	7.7	8.02	12.74	6.95	9.15	11.3	11.21
C1orf129	0	0.06	0.16	0	0	0	0	0.04	0.03	0.02
RPF1	28.5	30.29	30.05	33.52	28.78	26.65	33.74	33.59	37.45	28.92
ZNF703	4.21	3.26	3.73	3.58	1.42	7.67	1.04	2.16	1.79	2.21
PTGES2	24.23	14.02	17.45	13.47	21.85	19.6	20.11	19.06	15.37	18.38
SIKE1	32.35	35.35	42.46	36.66	34.26	31.9	52.46	36.66	35.35	42.88
FRAS1	1.86	1.85	2.01	1.12	0.74	0.18	1.55	2.35	1.41	1
THOC7	30.9	29.79	31.84	34.96	25.48	31.62	31.76	32.81	38.84	34.07
UXS1	7.91	8.79	11.02	10.69	4.23	7.95	11.15	10.43	10.67	10.54
PQLC1	41.64	30.62	58	37.69	38.51	52.86	30.69	31.26	32.32	53.41
ZC3H12A	23.89	29.93	51.1	30.93	40.47	59.65	25.51	22.44	36.15	39.52
ASRGL1	1.69	4.98	2.01	0.43	2.2	1.63	1.12	0.56	1.19	1.58
CENPT	20.73	17.94	20.07	14.32	13.71	26.06	13.98	16.8	13.19	16.1
EDC3	23.16	27.72	27.66	21.58	15.39	36.49	25.64	23.02	22.86	26.3
AGSK1	0.09	0.22	0.77	0.95	0.2	0	0.19	0.37	0.23	0.53
NAA15	96.82	92.57	78.3	86.09	46.58	75.86	86.33	106.07	88.64	104.66
CWH43	0	0.03	0.04	0	0	0	0	0	0	0
ASMTL-AS1	4.02	7.79	4.38	1.48	0.78	8.76	2.17	2.72	1.87	2.09
ATHL1	4.85	3.49	10.32	2.85	2.43	4.39	9.97	3.03	4.56	3.96
FLJ22184	0.47	0.32	0.63	0.11	0.08	1.22	0.27	0.12	0.31	0.33
C4orf29	6.84	9.06	8.67	6.06	6.19	8.4	7.57	6.51	7.63	9.13
MOGAT2	0	0	0.02	0	0	0	0	0	0	0
CTC1	16.58	16.14	16.94	15.81	9.3	16.35	14.89	11.05	11.04	11.76
IFT74	16.97	17.85	13.85	15.11	12.11	12.72	19.7	12.24	18.55	16.29
DBF4B	2.82	2.27	3.38	1.14	2.37	2.54	1.79	1.26	0.97	2.07
SPSB1	56.34	50.03	62.09	88.87	47.87	114.72	26.55	76.66	58.2	83.32
MYCT1	0.3	0.62	0.97	0.11	0.04	0.29	0.64	0.16	0.14	0.21
C16orf59	0.94	0.77	0.84	0.27	0.74	0.7	0.96	0.66	0.2	0.66
MYO19	21.75	25.86	23.89	17.57	19.04	24.7	20.19	14.78	17.16	19.87
C13orf18	3.2	6.37	13.08	5.32	7.46	2.06	24.14	5.13	10.14	15.17
CEP290	32.86	42.38	25.91	25.23	14.57	27.43	28.47	28.27	27.62	23.35
C8orf41	9.59	7.99	9.75	7.06	8.62	8.4	8.64	8.43	7.54	8.46
BRD3	39.02	85.93	56.28	38.6	21.51	67.71	39.28	31.12	45.08	49.03
TMEM134	7.91	9.23	14.5	7.94	7.16	9.08	7.33	9.73	6.12	12.15
C10orf57	12.05	8.75	15.54	10.26	11.08	15.35	15.32	11.79	15.69	15.78
RNF34	22.18	19.33	21.99	18.44	18.3	21.32	23.15	14.43	19.5	21.87
MUS81	35.51	28.54	36.82	30.4	39.45	35.67	26.87	29.2	22.82	27.18
FUZ	7.14	7.45	11.91	9.29	16.06	11.09	9.25	7.52	7.12	10.13
HKDC1	1.95	2.11	1.6	0.96	0.76	1.22	1.79	8.82	1.49	3.93
FBXO11	119.78	138.87	130.36	138.08	84.11	119.19	123.95	122.8	145.21	133.51
CHD9	179.38	235.29	207.86	205.11	126.22	156.42	215.36	162.64	193.99	186.47
FHOD3	316.04	372.31	327.17	286.22	277.76	494.57	221.7	189.41	234.74	320.61
OPA3	40.32	41.7	40.66	34.74	29	43.65	40.21	33.2	32.68	39.53
SPG11	121.17	128.56	139.74	123.18	95.85	94.87	123.79	109.94	117.12	142.83
C13orf23	22.05	27.4	22.01	20.45	9.1	17.54	18.34	13.87	18.43	23.17
NUP214	70.56	68.02	64.42	80.37	53.2	64.22	58.42	36.48	54.51	62.51
ARMC9	7.73	9.52	9.35	6.83	4.91	10.19	4.97	6.16	6.02	7.84
CCDC92	40.21	44.02	33.51	33.74	19.56	53.74	22.65	28.36	32.19	23.42
TM2D3	12.63	6.85	8.77	9.84	9.98	10.26	9.65	10.14	10	8.31
C21orf96	1.65	1.82	3.08	1.02	0.04	0.79	2.06	1.85	1.53	2.56
ALPK1	28.97	43.89	37.07	27.03	22.09	29.66	56.63	32.19	28.69	28.54
WDR96	1.94	2.35	1.13	0.95	0.16	0.73	1.76	0.82	0.8	1.19
NAA50	189.29	161.02	155.57	183.65	126.98	146.05	157.69	244.31	191.05	178.42
COQ10B	29.7	26	44.69	42.56	41.71	32.4	31.95	37.82	36.78	47.11
LHX3	0	0	0.02	0.11	0	0.02	0	0	0	0.04
ACSF2	19	16.96	26.86	23.87	27.78	21.6	20	21	18.52	22.32
TARS2	22.11	23.54	17.75	17.34	15.77	20.42	19.65	18.34	15.95	15.58
RAB11FIP1	21.97	29.93	40.53	23.06	19.04	26.6	80.26	18.69	35.06	43.71
NUBPL	14.44	13.25	18.19	11.53	9.86	13.99	10.8	12.82	11.19	15.9
PAAF1	8.36	6.57	6.43	5.16	3.23	8.58	8.34	10.45	9.46	6.14
ORAI2	29.34	29.13	38.1	21.14	17.48	35.88	32.59	22.01	19.69	33.4
RUFY1	38.5	37.61	36.85	34.7	41.65	33.43	39.36	37.38	35.73	35.19
CXorf21	1.84	2.13	3.12	0.75	0.16	0.77	3.07	0.54	2.13	2.05
WDR26	151.04	163.27	180.38	169.72	103.69	139.6	170.9	142.38	163.71	168.11
C17orf70	40.43	33.25	49.24	36.1	37.1	60.46	35.59	29.12	36.26	45.93
PIGZ	1.22	0.65	0.58	0.47	0.72	0.7	0.05	0.39	0.34	0.47
ELL3	2.67	3.36	3.28	3.93	2.1	2.7	3.42	2.37	2.4	4.37
PREX2	0	2.24	1.34	0.11	0.8	0.32	0.32	0.74	0.33	0
CEP63	16.39	17.66	12.45	15.97	9.74	13.52	18.66	17.21	9.42	11.26
SLC35F5	70.08	65.34	116.49	81.36	59.67	60.47	81.14	81.22	79.93	88.75
KIAA1539	21.02	18.3	27.25	20.05	22.31	24.25	14.95	14.12	14.57	23.89
EFHC2	1.09	1.02	1.68	3.09	0.92	0.93	0.53	1.11	0.96	1.27
C16orf70	10.13	13.27	15.6	9.96	11.18	14.67	16.15	6.74	15.53	13.28
TRIM45	2.54	2.85	4.04	2.3	1.48	3.44	2.7	1.92	1.2	2.6
ZNF430	14.77	17.6	17.53	24.31	12.79	22.02	13.48	19.19	20.86	27.34
EDEM3	63.95	83.84	82.5	72.11	65.2	62.86	77.29	84.08	81.79	94.36
STAM	26.22	29.27	23.35	27.72	21.29	26.14	27.46	26.67	29.53	28.25
HSD3B7	23.89	17.16	27.2	17.53	25.42	22.36	16.1	26.71	16.26	35.85
ITPKC	82.93	87.03	135.63	82.58	76.71	86.11	57.99	69.66	88.72	79.09
GRPEL1	27.74	16.38	24.79	27.04	34	31.29	38.66	46.49	41.54	29.01
SCUBE1	10.24	11.08	7.4	14.28	15.69	25.81	15.75	4.6	12.87	9.33
CDK5RAP3	42.43	39.74	46.46	32.42	37.74	39.19	32.62	33.71	26.29	33.59
MLLT10	74.17	86.8	80.59	65.92	60.33	77.42	84.73	74.04	80.27	86.28
CUBN	3.63	7.24	5.5	4.59	2.1	3.22	3.32	3.11	2.77	5.33
MTERFD3	15.85	13.87	14.23	14.24	7.94	13.27	11.12	13.7	13.37	12.68
CCDC6	1001.82	843.69	689.63	750.97	427.89	509.4	384.82	436.13	462.66	660.71
PLEKHO2	20.4	20.67	51.13	19.31	33.21	25.17	41.09	19.27	23.13	43.6
EFHD1	0.53	1.36	1.07	2.26	1.04	0.88	0.48	0.45	0.31	0.58
C2orf44	6.6	4.84	5.74	6.88	4.33	4.89	7.59	5.87	3.09	7.32
TRABD	19.66	13.16	18.38	12.19	16.34	19.22	18.47	14.2	12	16.84
MED28	18.65	19.78	20.87	19.25	18.36	20.19	21.52	25.12	21.76	23.06
FLAD1	19.49	16.06	19.05	13.35	14.87	15.75	17.35	19.93	13.03	21.23
SPHKAP	92.14	102.49	127.92	181.11	120.01	73.57	128.28	72.15	83.47	108.91
NCOA4	167.6	158.54	228.27	191.26	180.4	153.12	348.27	314.29	281.29	303.85
PDGFD	14.27	19.95	15.39	43.47	15.03	13.65	13.48	10.88	13.52	14.13
KLHL15	65.32	62.44	83.48	90.12	84.65	61.28	78.47	59.17	99.95	85.88
TET1	9.14	4.84	8.7	10.85	7.08	4.21	9.49	4.39	6.09	9.5
LRRC27	11.77	14.41	17.7	10.53	10.22	17.82	16.66	13.85	13.57	17.01
EPC1	52.09	46.92	49.24	55.42	50.53	48.65	48.93	48.63	50.38	55.38
CPEB4	730.69	822.34	643.85	494.44	429.09	476.96	483.79	631.53	509.92	520.86
PPP1R2P9	0	0	0.02	0	0	0	0	0	0.06	0.06
ZKSCAN3	24.06	21.28	26.21	17.84	16.8	28.39	18.18	15.06	13.15	22.81
GKAP1	2.27	4.43	3.07	5.04	4.33	3.91	2.57	2.12	4.03	2.66
CXXC4	0.71	0.97	0.67	0.49	0.84	0.25	0.37	0.41	0.14	0.44
SP6	2.46	0.49	0.96	0.19	0.12	0.29	0.21	0.41	0.06	0.2
CEP70	12.37	16	13.27	18.75	20.2	11.09	14.06	16.63	12.47	12.43
CCDC68	3.23	3.22	2.79	2.68	2.06	1.67	1.04	4.84	1.74	1.36
PUS1	11.8	10.12	12.74	8.71	5.65	13.43	11.92	9.5	9.02	13.72
ABTB1	6.18	6.97	9.73	5.37	3.87	5.27	13.34	3.69	2.23	6.76
WNT10A	0.23	0.14	0.04	0	0	0	0	0	0.06	0.02
ULBP2	2.78	5.63	6.66	3.44	2	2.1	8.4	7.13	1.44	2.33
ULBP1	8.36	3.9	6.07	5.93	2.87	3.15	5.99	5.11	5.99	4.68
DNAJC5	58.08	49.71	81.07	50.5	54.22	74.86	77.8	55.54	61.17	74.91
ADAM33	3.48	2.58	3.34	3.41	2.08	3.53	1.44	0.21	0.67	1.09
KCNIP4	1.99	1.39	1.19	1.73	1.36	0.86	1.23	0.76	0.97	1.35
WDR82	85.28	82.97	92.83	90.1	57.39	86.97	83.95	84.06	78.71	96.63
PABPC1L	16.75	20.07	14.96	7.13	4.13	15.19	6.92	8.47	4.84	8.15
PNPLA3	3.36	5.8	6.06	2.25	4.09	7.92	16.28	7.98	10.59	12.34
SLC25A16	10.26	14.7	12.78	8.58	9.94	13.09	12.11	13.68	13.99	12.79
BPIFB2	0	0.28	0.01	0	0	0	0	0.12	0	0
TRAF3IP3	3.21	5.74	8.94	3.48	1.92	2.53	9.65	4.45	4.92	6.07
SEL1L2	0.26	0.03	0.01	0.03	0.12	0	0	0	0	0.11
DCAF11	80.19	74.3	107.93	69.06	101.5	87.13	77.27	79.49	78.98	104.3
ZSCAN16	2.44	1.73	2.58	3.05	2.06	1.97	2.19	1.88	2.31	2.51
REEP4	2.27	2.73	2.27	3.39	4.27	2.72	1.63	1.65	2.36	2.54
COASY	29.34	32.51	30.82	19.63	18.02	35.67	27.81	28.85	22.08	29.47
WDR61	29.61	18.25	28.2	23.52	30.99	26.65	34.81	43.26	32.63	35.03
LPAL2	8.91	8.47	14.12	8.81	6.03	9.71	7.25	6.59	6	10.23
TNKS2	97.35	94.43	119.44	103.08	69.79	84.28	89.51	100.38	96.09	139.93
RNF39	1.77	0.93	0.83	1.06	0.68	1.06	1.36	0.47	0.47	0.64
SHOC2	75.47	79.45	92.91	68.49	53.82	62.21	80.58	77.77	80.04	104.98
ADAM12	5.62	4.61	5.86	14.48	3.89	2.53	1.9	1.83	1.09	3.38
PDCD1LG2	0.98	0.89	0.97	0.6	0.16	0.16	1.6	0.89	0.64	0.85
CD276	141.9	84.42	128.19	119.64	89.16	161.81	135.42	140.07	116.68	125.11
RASSF7	4.21	3.96	7.92	4.48	11.29	12.68	6.58	4.02	5.44	8.14
CSRP3	0.75	0.12	0.11	0.11	0	0.25	0	0.14	0.03	0.07
CALM2	392.86	357.33	291.03	447.53	413.5	284.28	312.25	514.21	397.71	300.3
PDHX	22.14	25.67	24.5	26.62	30.27	20.96	30.48	35.03	27.45	26.4
FOSL1	71.22	85.87	94.3	89.82	58.57	152.03	40.59	50.22	75.64	101.32
CUL5	63.03	64.12	59.34	63.89	45.26	48.63	63.2	65.22	62.58	69.45
UBXN6	91.52	61.17	109.79	75.2	124.22	78.55	91.71	65.47	72.21	93.54
SLC19A3	0.09	1.73	1.69	0.64	1	2.04	3.56	1.48	1.69	2.24
TSGA10	0.94	1.48	1.07	0.35	2.31	0.27	0.88	0.27	0.87	1.19
AKNA	40.3	57.84	76.9	63.44	54.68	84.8	67.59	26.5	56.67	50.33
PBX4	0.41	0.48	0.51	0.47	0.12	0.41	0.32	0.23	0.37	0.21
TMEM22	8.82	9.72	12.63	9.35	9.62	6.61	5.69	11.73	8.62	10.83
ACAD10	23.68	24.76	23.96	20.77	15.77	21.6	19.78	16.42	16.3	17.73
SRCIN1	3.35	2.92	4.3	3.93	6.49	8.72	1.39	0.97	13.75	2.93
KIAA1683	22.14	25.59	9.95	6.25	9.1	25.11	7.38	2.72	3.09	2.57
TTYH3	42.88	30.04	54.38	34.89	20.93	43.62	25.83	23.12	24.38	42.89
ARHGAP39	5.08	5.29	5.91	3.64	4.01	6.31	5.03	3.28	4.11	4.73
PTP4A2	254.98	265.02	324.25	253.33	199.02	275.59	262.39	307.59	337.6	359.95
THSD7B	1.24	0.74	1.18	0.51	0.64	0.5	0.64	1.11	0.8	0.98
SLC44A4	1.32	4.2	1.63	1	0.9	2.67	1.44	1.05	0.99	1.32
C6orf27	0.24	0.39	0.3	0.24	0.28	0.25	0.11	0.25	0.06	0.25
C6orf25	3.36	6.25	5.68	3.18	2.26	5.62	2.49	3.01	1.97	2.75
FGF23	0.26	0.22	0.17	0	0.14	0.39	0.11	0	0.04	0.1
LY6G6C	0.19	0.39	0.42	0.43	0	0.77	0	0.02	0.17	0.12
LY6G5C	0.34	0.43	0.29	0.35	0	0.29	0	0.19	0.29	0.33
PRR3	9.02	8.62	6.01	7.64	6.8	7.15	6.82	6.43	5.04	6.59
THUMPD2	4.36	4.61	5.04	5.16	3.33	3.35	5.53	7.21	4.9	5.36
TSEN2	10.26	9.78	8.04	10.55	5.33	6.52	9.65	9.75	7.32	7.3
AARSD1	0.53	0.74	0.37	0.38	0.2	0.54	1.02	0.54	0.94	0.32
TMEM121	0.36	0.19	0.32	0.49	0.08	0.02	0.7	0	0.09	0.18
