ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MF	GO:0019956	chemokine binding	5/268	22/18369	1.36859940620682e-05	0.000434530311470665	0.000361958527167856	CXCR4/ZFP36/ACKR3/CCR1/CXCR1	5
MF	GO:0004875	complement receptor activity	4/268	12/18369	2.00011069877419e-05	0.000597680138221935	0.000497860372078777	FPR1/C5AR1/C3AR1/FPR2	4
MF	GO:0001664	G protein-coupled receptor binding	15/268	289/18369	2.4009149909344e-05	0.000677591564108153	0.000564425629447736	CXCL2/CXCL1/CXCL3/CCL20/CXCL6/WNT5A/EDNRB/FPR1/CCL2/NTS/PF4/CXCL5/CCR2/CCL24/MARCO	15
MF	GO:0030246	carbohydrate binding	14/268	273/18369	5.11018560758986e-05	0.00136630225718718	0.00113811335969591	SIGLEC10/CHODL/CLEC12A/SELL/SIGLEC5/CLEC4E/CLEC1B/CLEC7A/CLEC5A/KLRB1/CHI3L2/CLEC4D/PPP1R3C/KLRG1	14
MF	GO:0001784	phosphotyrosine residue binding	6/268	47/18369	5.92848540130672e-05	0.00150583529193191	0.00125434270069753	SOCS3/SLA/PLCG2/HCK/LCK/FGR	6
MF	GO:0001530	lipopolysaccharide binding	5/268	37/18369	0.000189458228397847	0.00431712240772131	0.00359611108144212	TLR2/CD14/LY96/NLRP6/PTAFR	5
MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	15/268	348/18369	0.000193397289306956	0.00431712240772131	0.00359611108144212	TRIB1/EGR2/ETS2/NFKBIA/ID2/BHLHE40/NR4A2/HEY1/LEF1/FOS/NR4A3/NR4A1/HES1/BHLHE41/GATA3	15
MF	GO:0045309	protein phosphorylated amino acid binding	6/268	58/18369	0.000195460266491319	0.00431712240772131	0.00359611108144212	SOCS3/SLA/PLCG2/HCK/LCK/FGR	6
MF	GO:0042169	SH2 domain binding	5/268	41/18369	0.000310602845243061	0.00657442689097813	0.00547641858718029	SIGLEC10/SHCBP1/KIT/LCK/SIT1	5
MF	GO:0016176	superoxide-generating NADPH oxidase activator activity	3/268	10/18369	0.000341597254913412	0.00667428482676974	0.00555959904757861	NCF1/NCF4/NCF1C	3
MF	GO:0050786	RAGE receptor binding	3/268	10/18369	0.000341597254913412	0.00667428482676974	0.00555959904757861	FPR1/S100A4/S100A8	3
MF	GO:0061134	peptidase regulator activity	11/268	230/18369	0.000584647357817538	0.0110000317693078	0.00916289426287136	SERPINA1/PI3/CTSC/SERPINE1/CD27/CARD16/NLRP12/CSTA/VIL1/CASP1/SERPINB2	11
MF	GO:0005539	glycosaminoglycan binding	11/268	232/18369	0.000628228174958094	0.0113978540313826	0.00949427542605842	TLR2/SELL/HBEGF/CXCL6/ADGRE2/JCHAIN/PF4/TNFAIP6/NLRP3/PTPRC/EPYC	11
MF	GO:0070888	E-box binding	5/268	48/18369	0.000653170758780294	0.0114417498434617	0.00953084010997017	BHLHE40/CIART/HES1/BHLHE41/GATA3	5
MF	GO:0035259	nuclear glucocorticoid receptor binding	3/268	13/18369	0.000788137488035902	0.0129152852878141	0.0107582774258211	NR4A2/NR4A3/NR4A1	3
MF	GO:0035325	Toll-like receptor binding	3/268	13/18369	0.000788137488035902	0.0129152852878141	0.0107582774258211	TLR2/LY96/S100A8	3
MF	GO:0042277	peptide binding	13/268	317/18369	0.000814617773894328	0.0129320571605725	0.0107722481942605	NFKBIA/ANPEP/TLR2/SLC7A5/EDNRB/CD1D/SORL1/HLA-DPB1/NLRP6/ITGB2/MARCO/CALCRL/FPR2	13
MF	GO:0004857	enzyme inhibitor activity	14/268	359/18369	0.000846110291739844	0.0130249705516315	0.0108496439323578	SERPINA1/TRIB1/SOCS3/PI3/ITPRIP/SERPINE1/CD27/CARD16/SOCS1/FFAR2/CSTA/VIL1/SERPINB2/LRRK2	14
MF	GO:0002020	protease binding	8/268	138/18369	0.00095884935994195	0.0143263374956033	0.0119336669565531	SERPINA1/TNFAIP3/SERPINE1/SELL/CARD16/KIT/CSTA/CASP1	8
MF	GO:1901981	phosphatidylinositol phosphate binding	9/268	179/18369	0.00128815746520868	0.0186966854950288	0.0155741143162071	ARHGAP9/RUBCNL/NLRP3/VIL1/ADAP2/SNX20/NCF4/RCSD1/NRGN	9
MF	GO:0005543	phospholipid binding	16/268	475/18369	0.0017227708572757	0.0243102109860015	0.0202501135855214	ARHGAP9/SYTL3/RUBCNL/NCF1/WNT5A/JCHAIN/PACSIN1/NLRP3/VIL1/PTAFR/ADAP2/SNX20/NCF4/RCSD1/NRGN/NCF1C	16
MF	GO:0140297	DNA-binding transcription factor binding	16/268	478/18369	0.00183592640671471	0.0252067733678668	0.0209969392745181	TRIB1/EGR2/ETS2/NFKBIA/ID2/BHLHE40/NR4A2/HEY1/LEF1/FOS/NR4A3/NR4A1/HES1/NLRP3/BHLHE41/GATA3	16
MF	GO:0042834	peptidoglycan binding	3/268	18/18369	0.0021305795833469	0.0284824849563217	0.0237255676594308	TLR2/JCHAIN/NLRP3	3
MF	GO:0051219	phosphoprotein binding	6/268	92/18369	0.00228157759394171	0.0297190107108305	0.0247555787520801	SOCS3/SLA/PLCG2/HCK/LCK/FGR	6
MF	GO:0008083	growth factor activity	8/268	160/18369	0.00245225834080593	0.0303908000849136	0.0253151712269691	CXCL1/IL6/TGFA/HBEGF/OSM/GDF3/IL11/IL10	8
MF	GO:0035091	phosphatidylinositol binding	11/268	275/18369	0.00245280079425484	0.0303908000849136	0.0253151712269691	ARHGAP9/RUBCNL/NCF1/NLRP3/VIL1/ADAP2/SNX20/NCF4/RCSD1/NRGN/NCF1C	11
MF	GO:0004860	protein kinase inhibitor activity	4/268	40/18369	0.0026796437632937	0.0324109293274571	0.0269979146076207	TRIB1/SOCS3/ITPRIP/SOCS1	4
MF	GO:0043028	cysteine-type endopeptidase regulator activity involved in apoptotic process	4/268	43/18369	0.00349718462233939	0.0413155764685676	0.0344153786580277	CD27/NLRP12/VIL1/CASP1	4
MF	GO:0019210	kinase inhibitor activity	4/268	44/18369	0.00380346540139301	0.0433143487315153	0.0360803319313493	TRIB1/SOCS3/ITPRIP/SOCS1	4
MF	GO:0033691	sialic acid binding	3/268	22/18369	0.0038516476049982	0.0433143487315153	0.0360803319313493	SIGLEC10/SELL/SIGLEC5	3
MF	GO:0004866	endopeptidase inhibitor activity	8/268	173/18369	0.00395340228077648	0.0433143487315153	0.0360803319313493	SERPINA1/PI3/SERPINE1/CD27/CARD16/CSTA/VIL1/SERPINB2	8
MF	GO:0070851	growth factor receptor binding	7/268	137/18369	0.00400742990232524	0.0433143487315153	0.0360803319313493	IL6/TGFA/SLA/IL1B/IL11/GATA3/IL10	7
