geneNames	GSE138518_GSM4110156	GSE138518_GSM4110157	GSE138518_GSM4110158	GSE138518_GSM4110159	GSE138518_GSM4110160	GSE138518_GSM4110161	GSE155489_GSM4705199	GSE155489_GSM4705200	GSE155489_GSM4705201	GSE155489_GSM4705202	GSE155489_GSM4705203	GSE155489_GSM4705204	GSE155489_GSM4705205	GSE155489_GSM4705206	GSE193123_GSM5773736	GSE193123_GSM5773737	GSE193123_GSM5773738	GSE193123_GSM5773739	GSE193123_GSM5773740	GSE193123_GSM5773741
PLBD1-AS1	0	0	0	18	3	2	7	1	4	11	24	16	3	3	2	15	2	6	2	41
AP002840.1	0	0	2	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1
CACNA1C-AS3	0	1	0	0	0	0	3	2	0	0	0	0	0	3	0	0	0	0	0	0
ZNF253	6	128	95	68	62	47	153	107	93	97	117	118	37	45	114	141	184	109	180	175
PDCL3P7	0	0	0	1	0	0	0	0	3	1	4	0	0	0	1	0	0	0	0	0
AP002383.3	21	13	28	1	2	3	2	4	1	2	6	4	1	3	3	4	0	0	0	0
AC079031.1	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AP000753.2	0	0	0	0	1	0	47	36	25	38	41	36	29	12	0	1	0	0	1	0
AC022613.1	38	32	50	24	35	26	8	11	5	3	6	2	3	5	0	1	0	0	2	0
C17orf100	36	223	222	110	162	89	38	35	30	31	30	37	29	23	46	47	28	64	34	52
AP000777.3	0	3	3	6	1	0	30	19	24	32	68	45	16	25	0	0	0	0	0	0
AP000721.2	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	3	0
AC026786.1	10	0	0	0	0	0	96	74	49	71	106	122	83	63	0	0	0	0	0	0
ATP5MFP4	0	5	0	0	0	0	3	1	0	3	3	1	0	0	4	2	2	2	2	10
AC068790.1	0	2	0	0	0	0	3	0	0	4	3	1	0	0	1	0	0	0	0	1
AC023157.2	0	0	1	6	0	0	2	0	1	1	5	0	0	3	5	7	5	5	4	15
MEF2BNBP1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TCP1P3	0	0	0	1	0	0	0	3	0	4	0	3	2	0	0	0	0	0	0	0
AC048338.1	0	0	5	0	0	57	941	684	631	726	939	834	816	714	0	0	0	0	0	0
AC005842.1	0	0	10	4	7	2	14	8	13	11	16	4	14	9	5	7	8	19	14	42
AP001880.2	0	0	0	0	2	0	4	2	1	1	0	0	1	1	0	0	0	0	0	0
SLC5A8	0	8	0	3	0	0	2	7	25	6	9	7	9	11	0	0	0	0	0	0
AC079031.2	0	3	0	0	0	0	5	0	0	3	3	3	0	0	0	0	0	0	0	1
AC022509.3	0	7	0	10	0	0	0	0	0	2	2	0	0	1	3	5	5	2	3	2
AC018410.2	0	0	3	0	0	0	0	3	0	1	0	2	0	0	7	8	6	6	3	16
AP002770.2	0	0	0	0	5	0	0	1	0	1	1	0	1	0	0	0	0	0	1	3
IQSEC3P1	0	0	0	5	2	9	0	0	1	1	1	1	0	0	1	1	0	0	3	1
AC005840.3	11	5	2	5	5	7	1	0	5	2	0	5	1	2	0	0	1	6	0	0
AC090023.2	0	3	0	0	0	2	0	3	3	5	4	2	2	2	1	0	0	0	0	0
AC087894.2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AP000763.4	0	4	2	1	0	0	10	2	9	12	19	17	17	29	0	0	0	0	0	0
AP001453.2	173	128	139	179	106	51	77	43	36	49	67	48	109	92	21	22	20	11	22	5
AC148477.3	0	0	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0
AP003721.3	0	3	2	0	0	0	1	1	0	0	2	0	0	0	5	3	0	0	1	3
AP002518.2	13	0	1	1	0	0	7	9	6	5	12	5	4	4	0	1	0	0	0	2
AC069503.2	10	0	5	8	22	1	859	544	357	602	727	673	728	584	2	0	1	2	1	1
AC055876.3	0	3	1	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC131009.2	34	0	2	0	0	0	1	0	1	0	0	0	2	0	2	0	0	2	1	0
AC079602.2	4	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
AL513165.2	15	77	244	414	200	55	1106	450	452	618	1115	1025	1020	977	0	0	0	0	0	1
AC018653.3	0	44	14	111	39	19	0	1	3	1	2	0	1	0	2	2	3	0	5	4
SNRPEP2	0	0	2	1	1	0	3	1	0	2	2	3	2	1	1	0	1	0	1	1
AC053513.1	0	1	0	0	1	0	0	3	2	3	2	6	0	0	0	1	1	0	1	0
LIMS3	9	62	0	70	21	40	1	7	1	2	3	0	3	4	0	0	0	8	0	0
KHDC1L	0	0	1	8	1	0	3	2	3	5	2	0	4	3	0	0	0	0	0	0
AC134349.2	0	0	0	2	0	0	6	1	4	5	9	3	2	2	0	0	0	0	0	0
AC135782.1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
SLC25A39P2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HP	0	8	0	8	23	11	8	11	2	3	2	0	3	3	19	5	0	9	4	3
AC023595.1	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0
AC010186.3	0	12	4	25	0	4	14	26	10	7	14	9	7	7	83	73	56	65	60	181
AP002761.3	47	60	59	95	47	14	5	1	0	0	3	1	0	0	10	17	29	11	27	3
AC008011.2	0	8	3	33	0	3	30	31	83	104	246	192	918	563	0	0	0	0	1	0
AP006296.1	0	1	1	1	4	0	1	0	1	0	0	3	0	1	3	0	0	0	0	0
AC016746.1	0	5	0	0	0	0	1	0	8	4	3	4	1	0	0	0	0	0	0	0
AP003721.4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	2	4	2	1
C11orf97	0	0	0	2	0	7	2	5	3	8	24	10	42	41	1	0	0	0	0	0
AP001363.2	0	0	12	4	6	0	1	3	0	0	2	0	0	1	2	0	1	0	4	0
AC091078.1	0	0	0	3	0	0	8	3	15	17	19	8	4	4	1	0	0	2	0	6
AL049844.1	0	6	42	8	81	5	86	73	82	64	125	106	138	103	0	0	0	2	3	0
AP001453.3	0	0	0	4	6	0	59	33	27	40	51	43	87	77	0	0	0	0	0	0
AP003170.5	2	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
RPL29P33	5	2	3	5	6	2	3	4	1	2	2	3	1	1	0	0	0	0	0	0
MIR200CHG	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
AP003174.3	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
AC016957.1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	5	4	1	6	0	3
AL161747.2	5	0	0	0	3	1	19	7	7	4	6	2	6	2	0	0	0	0	0	0
CLIP1-AS1	5	0	2	1	0	6	6	9	4	11	12	8	7	3	2	1	2	1	4	8
LSM14A	566	1691	1571	1202	1280	949	805	653	474	583	722	642	408	495	186	78	91	77	115	85
NHLRC4	0	3	3	3	26	0	1	4	2	1	0	0	0	0	9	22	9	23	7	35
AC090502.2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
AL356756.1	9	0	0	5	0	0	10	5	0	1	1	3	1	3	0	0	0	0	0	0
AC126615.2	0	1	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1
RRN3P3	260	211	184	200	118	64	40	30	24	33	17	36	17	15	0	0	0	0	0	1
CLLU1	1	0	0	0	0	0	1	3	4	14	14	5	1	8	0	0	0	0	0	0
C12orf80	0	0	0	0	0	2	0	2	1	1	0	0	2	0	1	0	0	0	0	0
AL512310.1	0	5	0	1	2	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0
PGAM1P5	1	1	0	0	4	0	10	5	4	1	3	3	3	0	2	1	0	0	0	0
TMPO-AS1	4	22	18	10	21	7	17	29	25	34	26	19	35	26	8	13	6	5	14	24
CR383656.1	1	0	1	1	0	1	7	4	1	6	2	2	0	2	10	1	7	2	3	0
AC009318.1	2	9	14	8	6	14	5	3	9	7	11	5	5	4	45	33	20	31	16	34
AC103702.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0
HMGN2P6	0	2	8	3	1	2	2	1	3	0	0	2	0	0	3	0	3	0	0	0
AC025423.4	2	21	12	10	4	9	276	147	188	211	320	310	222	201	0	0	0	0	0	0
AC126178.1	0	2	0	0	0	0	0	1	1	4	9	1	0	0	0	0	0	1	0	0
HNRNPA1P50	1	1	7	11	1	1	2	5	9	4	3	5	1	2	1	0	0	0	1	1
FAM205BP	0	0	0	0	0	3	7	3	0	1	1	0	3	1	0	0	0	0	0	0
AC084398.2	0	0	3	0	0	0	61	41	23	20	17	23	63	61	1	0	2	1	5	3
AC112229.3	2	21	27	12	37	8	71	35	31	31	26	36	60	32	4	1	1	0	0	0
GATC	222	913	927	897	909	652	732	634	511	728	600	570	579	570	288	316	414	342	378	274
AC007569.1	0	3	0	6	0	1	15	19	7	12	2	0	10	10	5	10	9	12	11	15
AC079907.1	0	0	0	2	8	0	46	38	27	37	100	61	43	41	1	0	1	4	0	3
AC079601.1	10	7	0	8	0	3	34	40	30	21	15	16	19	20	2	1	0	4	4	0
DYNLL1P4	14	8	4	3	4	4	3	3	4	3	3	0	0	0	0	0	3	0	5	0
LINC01619	15	8	25	45	1	3	17	7	28	15	18	18	9	16	36	39	25	55	20	97
AC020612.1	0	0	0	0	1	0	2	1	1	2	1	4	2	0	4	9	4	3	4	6
PHBP19	58	26	20	11	10	6	10	8	3	9	12	10	5	4	1	0	1	1	0	0
AC008014.1	6	9	10	20	25	5	39	22	32	17	27	25	30	37	40	39	23	24	29	10
AC136443.3	2	2	4	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF271P	660	692	696	889	754	390	601	510	305	456	565	479	438	418	502	490	572	542	533	369
AL928654.2	16	26	30	48	21	20	12	7	20	25	17	27	9	8	37	32	38	41	73	36
KIRREL3-AS1	0	9	14	6	9	5	5	1	3	2	1	2	1	2	0	0	0	0	0	0
AL162311.1	3	0	0	0	0	0	6	7	3	3	0	1	2	0	1	0	0	0	0	0
AC127164.1	19	0	3	4	9	4	15	18	4	15	33	20	14	16	0	2	4	4	0	2
AC012464.1	2	22	20	12	9	11	4	1	3	0	10	3	3	2	3	4	8	0	0	2
AL132780.1	0	2	4	0	0	0	13	11	7	12	13	14	6	8	15	5	8	12	10	23
AC025423.5	0	0	0	1	0	0	4	7	4	8	12	9	1	2	0	1	0	0	0	0
AC008147.2	2	0	3	3	5	0	14	8	9	14	17	13	5	8	6	7	7	4	2	0
AC073896.2	14	32	29	20	22	9	317	396	154	257	258	225	216	202	38	16	36	37	20	33
AL162311.2	0	0	1	1	0	0	8	2	0	1	2	0	0	1	0	0	0	1	0	0
AL589743.2	0	1	2	2	0	3	0	0	0	0	0	0	2	0	9	2	6	6	0	0
ZBED6	1866	653	9386	648	557	3011	2133	2075	1278	1769	1965	1859	1679	1434	10	17	26	1	30	8
AC087311.1	0	0	0	0	4	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0
AC138123.1	11	0	0	0	0	0	3	1	3	6	5	4	3	3	2	2	0	0	0	0
AC012555.1	0	0	0	3	0	0	2	2	4	5	2	2	19	8	0	0	0	0	0	0
HNRNPA1P69	0	0	1	0	0	0	1	0	9	2	4	2	0	0	0	0	0	0	0	0
MGAM	0	0	4	82	191	20	19	8	66	27	35	14	7	10	3	0	0	2	2	5
PRELID2P1	0	0	0	6	0	0	0	0	1	0	1	3	0	0	5	1	2	5	1	28
AC068888.1	364	519	723	457	448	177	479	415	439	460	545	495	336	322	130	150	340	185	155	48
AL928654.3	0	0	2	0	0	0	19	7	3	18	3	4	6	12	0	0	0	0	0	0
AC025165.2	5	5	22	20	3	19	507	331	351	419	427	421	270	293	0	0	0	0	0	0
AC048341.1	30	37	30	78	18	25	33	22	36	41	18	24	9	20	119	110	94	140	114	126
AC073863.1	0	0	0	3	0	0	14	16	12	11	17	16	11	13	0	0	0	0	1	1
FNTB	90	941	611	690	607	251	109	123	69	92	118	88	83	103	122	184	150	169	140	85
AC138969.3	8	4	3	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC063924.1	14	2	0	2	1	0	0	0	6	0	1	3	1	0	0	0	0	0	0	0
AC079601.2	1	0	2	2	0	1	4	1	2	3	3	1	3	2	3	2	1	0	1	0
AC025154.1	0	0	0	3	4	0	137	129	59	89	19	26	143	133	0	0	0	0	0	0
AC023509.1	181	453	781	825	660	315	1729	1491	936	1264	1757	1499	1042	969	0	1	1	0	0	1
MIR3179-2	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC025257.1	0	0	8	5	10	6	142	107	88	123	96	111	105	99	0	0	0	0	0	0
AC023055.1	4	679	1277	974	841	11	3318	1966	1480	1951	2182	2031	2594	2131	2	1	0	5	0	6
AC126763.1	6	2	4	3	2	2	4	0	3	1	1	1	0	0	0	0	0	0	0	0
AC008740.1	0	0	0	1	0	0	2	2	0	1	2	0	0	0	0	0	0	0	0	0
AC009803.1	1	0	0	0	0	0	4	0	3	0	1	1	2	0	1	0	0	0	0	0
AC004241.1	0	2	4	3	0	2	10	5	3	5	7	9	6	6	13	12	3	9	11	31
AC011595.1	0	0	0	1	0	0	1	1	3	5	3	1	2	0	1	4	2	1	3	0
AC068305.2	0	0	4	3	0	0	7	1	4	4	9	4	10	9	0	2	1	0	0	0
ZNF878	15	6	6	6	11	2	1	3	7	4	2	4	9	1	6	7	11	12	8	13
AC011611.3	0	3	3	11	4	6	326	240	290	345	233	173	129	86	6	0	0	0	3	0
AC125611.1	20	0	7	5	1	0	3	1	0	1	3	1	0	0	0	1	0	1	0	0
PPFIA2-AS1	7	1	0	0	3	0	11	4	8	5	13	9	1	3	0	1	0	3	2	0
AC068888.2	4	7	2	2	0	4	2	5	7	3	1	5	5	1	1	2	3	0	3	2
AC025031.1	0	0	3	0	19	5	19	18	6	4	3	0	0	1	0	0	0	0	0	0
AC121761.1	10	13	21	23	34	10	20	20	7	4	6	11	10	6	65	22	20	43	33	56
AC007424.1	3	0	0	0	0	0	4	0	11	11	11	3	6	0	0	0	0	0	0	0
AC133555.1	0	6	0	1	0	0	0	1	2	2	0	0	0	1	2	0	0	2	4	0
AC073487.1	1	5	0	10	2	0	2	3	6	0	0	2	3	6	8	9	1	1	2	11
AC084824.1	0	6	9	19	19	6	40	16	12	7	18	19	9	16	24	19	29	32	33	32
AC124947.2	4	0	0	0	3	0	5	1	1	0	0	1	0	1	0	0	0	0	0	0
NPIPB1P	0	0	0	0	4	0	1	2	1	0	0	3	0	0	0	0	0	0	2	0
AL157935.2	180	316	418	190	194	96	211	159	104	130	166	194	123	112	38	45	42	53	44	119
RPL36A-HNRNPH2	54	549	601	312	647	85	3198	3125	2171	2895	2763	2293	2472	2366	0	0	0	0	0	0
AC008147.3	27	1	1	3	1	0	8	2	3	1	3	2	0	1	0	0	0	1	0	0
OR7E47P	2	0	0	11	2	0	4	0	2	1	4	6	2	1	0	0	0	5	1	0
AC063948.1	0	3	2	0	4	0	2	0	0	3	0	0	0	1	10	6	10	14	13	7
AC079385.1	0	2	0	2	0	0	15	9	18	17	27	18	11	8	0	2	4	5	7	1
AC023509.2	0	3	0	0	3	3	207	359	82	120	124	83	58	83	0	3	3	8	1	2
AC034102.4	0	0	16	0	0	7	372	330	273	350	452	462	334	330	0	0	0	0	0	0
LINC02298	0	5	8	21	8	0	1	1	5	1	0	1	0	2	15	12	2	7	4	17
PPP1R12A-AS1	0	17	6	7	23	14	79	79	49	63	39	52	43	28	9	16	13	6	15	15
AC126755.3	6	7	3	3	3	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0
AC068993.1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	2	0	0	0	4	0
AC079035.1	0	4	0	0	0	0	12	11	1	4	6	7	3	2	2	1	1	0	0	1
GSTP1P1	0	5	0	0	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	3
HSPD1P4	7	27	6	6	7	4	29	8	6	7	17	23	19	7	8	4	8	3	14	5
AC008055.1	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0
AC025154.2	2	21	8	12	27	6	60	57	33	52	9	6	66	49	2	2	0	1	2	1
ZNF625	8	58	49	23	54	47	68	52	35	47	65	46	26	14	0	2	0	4	0	3
GALNT4	61	287	163	316	241	239	144	143	91	147	85	118	108	103	4	8	17	4	10	6
LINC02356	0	0	3	0	0	0	1	0	1	0	0	2	2	1	0	1	1	0	0	3
OVCH1-AS1	1	1	7	6	6	3	11	8	4	5	5	1	7	4	3	9	16	4	1	20
AC027288.2	3	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
AC010182.1	0	0	3	0	0	0	1	1	4	3	3	7	0	1	0	0	0	0	2	0
PSMA3-AS1	729	1108	1049	1035	904	477	504	305	317	378	340	298	342	323	1126	919	1047	1426	903	1782
AC004024.1	10	1	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
CR383656.4	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0
AC011313.1	0	4	0	0	1	0	1	0	0	0	0	0	0	0	2	0	2	0	5	0
AC087897.1	0	0	1	0	0	0	0	0	3	8	11	2	0	1	0	0	0	0	0	0
AC117498.1	14	4	8	2	7	0	59	25	30	45	44	30	28	36	0	0	0	0	0	0
AC117498.2	0	6	0	6	2	0	0	1	0	1	3	0	0	1	0	7	2	0	2	0
AC025259.1	50	0	8	31	0	0	96	87	104	97	132	135	164	123	0	1	0	0	0	0
CBX3P5	0	0	0	2	0	0	5	13	7	15	6	1	6	3	1	0	0	0	0	0
CR383656.6	0	4	1	2	0	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0
AC020629.1	0	0	2	0	0	2	2	2	0	2	0	2	1	0	0	1	0	0	1	0
BTBD10P1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
AC025265.1	65	33	51	27	32	13	10	8	8	13	10	4	4	0	1	9	9	3	8	5
AC010203.2	1	0	0	2	0	0	0	0	0	0	2	0	0	2	3	1	0	1	0	1
LBX2-AS1	54	90	94	96	75	35	21	25	9	7	29	21	2	5	75	83	68	85	25	280
INAFM1	3748	4361	6290	6621	4034	1677	99	86	61	88	108	78	65	62	641	572	428	694	364	297
CPNE8-AS1	19	14	24	7	10	0	6	1	2	10	2	1	4	2	8	7	8	8	14	5
CNPY2	1107	1503	2829	2032	2425	790	1761	942	723	1010	1470	1356	1215	1106	131	129	132	197	145	100
LSM6P2	0	1	0	0	0	0	0	0	0	1	3	2	0	1	0	0	0	0	0	0
CR383656.8	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC089983.1	30	18	96	82	86	31	146	67	43	67	62	39	16	28	161	132	102	143	68	11
AC073896.3	2	9	3	0	5	2	0	0	6	1	2	2	3	0	15	14	10	10	15	10
MGAM2	0	0	0	0	2	0	8	5	36	29	16	17	21	12	0	0	0	0	0	0
AC138123.2	1	0	0	0	0	0	4	0	6	3	2	1	1	0	0	2	0	0	0	0
AC091516.1	0	5	1	3	0	1	4	1	2	1	1	5	2	0	1	4	1	1	1	0
OR6C7P	0	0	0	0	2	0	0	1	2	0	0	3	2	1	0	0	0	0	0	0
AL357153.2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC020656.1	0	0	1	0	1	0	56	32	6	28	5	10	60	42	0	0	0	0	0	0
AC002996.1	0	0	0	15	0	0	113	108	93	141	314	290	134	105	0	0	0	0	0	0
ST13P3	0	4	5	3	1	0	2	1	4	1	1	3	2	2	17	18	14	12	14	20
AC022507.1	0	0	0	0	2	0	1	2	17	6	3	1	0	0	1	2	0	0	1	0
LINC02400	0	0	0	2	0	0	3	2	4	1	1	3	2	0	0	7	0	0	0	0
AKIRIN1P1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
EIF4A1P4	1	1	1	2	1	0	12	6	3	4	8	5	5	7	2	1	0	0	2	1
OR5BJ1P	0	5	0	0	0	0	0	0	6	1	7	4	0	2	0	0	0	0	0	0
FNBP1P1	6	42	13	50	36	48	10	13	7	7	18	16	6	9	20	26	52	30	28	17
AC089984.2	55	26	66	34	16	3	14	11	6	5	5	6	3	8	2	2	0	1	1	0
AC010200.1	0	0	0	0	0	2	0	1	0	1	2	1	0	0	2	1	0	0	0	0
AC034102.5	0	0	2	0	0	0	169	99	104	134	129	118	145	117	0	2	0	0	1	1
C1GALT1P1	0	2	0	2	0	2	20	0	3	2	8	4	4	0	3	3	0	7	0	2
MRPS6P4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL136418.1	3	0	1	0	0	0	1	11	9	8	11	5	5	5	4	0	4	6	0	4
OTOAP1	0	3	3	0	0	0	3	10	6	6	8	7	2	3	1	1	0	0	0	1
AC011611.4	0	0	14	1	0	0	6	4	4	1	7	13	3	4	0	0	0	0	0	0
AL512310.6	0	0	2	1	0	0	0	1	0	1	1	3	0	0	0	0	0	0	0	0
LSM3P2	0	0	0	3	0	0	2	0	5	1	1	0	0	0	0	0	0	0	1	0
AC074029.1	1	0	0	0	0	0	4	0	1	1	1	0	0	4	0	0	0	0	0	0
HNRNPA3P10	0	0	1	1	0	2	3	7	7	4	7	7	5	2	34	22	14	17	15	19
CASC18	0	4	0	0	0	0	1	0	4	1	8	1	1	4	0	7	5	3	2	3
AC025030.1	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC233290.1	0	0	0	2	0	0	3	0	2	3	3	4	0	2	0	0	0	0	0	0
AC089998.3	0	2	0	2	0	1	6	1	4	1	2	0	0	1	0	0	0	0	0	2
AC007298.2	0	0	8	0	3	0	6	1	7	7	9	15	6	7	0	4	4	1	0	13
AL512310.7	0	0	2	0	0	0	1	0	1	1	0	1	1	1	3	0	0	0	0	0
PHBP18	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AC027288.3	14	0	0	0	2	0	3	7	2	5	3	4	2	2	3	6	2	14	6	2
AC093012.1	0	0	0	0	2	0	12	8	5	8	13	8	6	8	2	10	16	6	17	6
AL133372.3	0	0	1	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0
AC004486.1	0	1	0	0	2	0	1	1	0	0	2	1	0	0	3	0	0	5	0	0
LINC02156	0	2	0	0	0	0	3	3	7	0	10	8	0	1	3	3	6	5	3	18
EEF1A1P17	0	0	1	1	0	0	1	0	7	2	0	0	0	1	0	0	0	0	0	0
DDN-AS1	76	184	109	56	26	82	44	32	38	34	42	43	28	34	10	14	17	16	24	11
AC025165.3	0	398	108	192	218	345	262	220	171	241	380	384	226	178	0	0	0	4	0	0
CUX1	2256	5784	6355	3928	2735	2136	497	556	296	421	449	335	343	339	1473	1837	1738	1187	1711	1579
AC011611.5	0	0	0	6	0	0	2	1	1	1	6	4	0	2	0	3	7	1	0	0
TEN1	164	11	116	31	629	24	210	110	78	126	256	254	170	200	0	0	4	0	0	0
P2RX5-TAX1BP3	141	132	393	381	247	33	1329	953	887	1111	1295	1150	1227	1037	18	14	14	32	14	22
AC083805.2	0	0	0	3	0	0	0	0	2	1	0	3	3	0	1	4	0	1	0	5
AC125611.2	0	3	0	0	3	0	4	2	12	15	1	9	1	3	2	1	2	7	1	0
NOP56P3	0	0	0	1	1	0	2	1	0	6	2	5	0	0	0	0	0	0	0	0
QRSL1P3	0	0	0	1	3	3	5	1	0	1	6	1	0	2	1	0	0	0	3	0
AC020612.3	0	3	0	0	0	0	4	1	3	4	0	1	0	5	1	10	9	1	8	8
OLA1P3	0	0	3	0	0	0	2	6	6	7	8	6	3	4	0	0	0	0	0	0
AL079352.1	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0
HMGA1P3	0	0	4	2	0	0	0	3	0	2	0	0	0	0	2	2	0	2	2	2
AC026111.1	0	0	0	0	4	0	10	5	2	1	0	4	4	1	0	0	0	0	3	0
HIGD1AP1	0	0	1	2	0	2	8	4	6	4	6	1	4	4	1	1	2	2	1	0
AC011603.2	1049	2701	3185	4461	3408	981	3141	2096	1996	2723	2726	2368	3204	2924	11	6	3	4	8	10
AC012157.1	0	3	0	5	0	0	21	17	12	17	8	12	20	10	0	0	0	0	0	0
AC073569.1	0	3	2	3	0	2	57	24	20	24	25	33	20	10	0	1	0	0	0	2
AC073569.2	0	0	0	0	4	0	13	13	0	6	1	3	2	7	1	8	0	1	0	0
AC009779.2	113	75	122	63	73	32	28	21	23	23	44	39	41	51	81	113	88	74	89	156
BCDIN3D-AS1	0	10	21	18	25	4	56	35	38	53	79	68	27	17	17	18	24	15	14	11
AC138331.1	0	6	0	0	0	0	2	2	3	0	4	1	1	0	0	0	0	0	0	0
AC078923.1	0	2	0	6	0	0	3	1	12	7	2	2	3	0	4	7	4	4	2	0
AL391832.3	0	0	0	3	0	0	0	1	1	1	1	1	2	3	6	11	9	20	3	20
AC079313.1	0	1	2	12	0	0	19	40	39	59	61	31	14	29	2	8	10	3	7	8
AC078820.1	0	0	0	0	2	0	3	1	7	4	2	3	1	3	9	16	12	7	4	1
AC005841.1	6	2	3	0	2	0	110	79	100	93	97	87	57	41	0	0	0	0	0	0
AC025031.2	0	7	2	2	0	3	1	3	0	0	3	3	3	0	1	1	1	0	11	0
ATXN2-AS	0	10	0	8	2	0	1	2	2	0	1	5	1	2	0	4	2	2	2	0
AC010173.1	26	37	42	40	16	8	9	7	6	8	22	19	6	4	7	2	3	8	4	3
MAP1LC3B2	7	17	32	19	24	13	139	155	112	192	150	154	90	96	114	72	87	99	98	104
HIGD1AP9	1	2	2	1	0	0	6	0	3	4	0	0	0	0	0	1	0	0	0	0
PPIAP44	0	1	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0
AC106782.1	0	60	18	19	12	5	2	1	2	10	5	3	2	1	1	6	2	6	1	0
AC016954.1	0	4	0	3	0	0	2	0	2	3	0	1	2	2	0	0	1	0	0	0
LINC02396	0	0	0	5	0	0	7	2	0	3	2	1	1	1	1	0	0	0	0	0
AC007622.2	9	6	1	20	2	0	48	32	23	36	29	32	18	13	8	10	3	3	17	6
AC133555.3	0	19	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPE1P4	1	4	0	1	0	0	3	1	2	0	1	2	0	4	0	0	0	0	0	0
AL512356.2	1	3	4	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073655.1	0	0	0	5	6	0	0	2	0	2	0	0	1	1	9	8	3	3	5	4
AC008083.2	0	5	7	2	10	0	15	10	13	9	1	2	12	10	1	2	0	0	0	3
SLC7A5P2	6	80	14	70	65	53	43	54	27	26	32	22	9	11	0	0	0	0	0	0
AC073896.4	4	3	3	2	2	0	27	10	4	28	10	14	7	11	3	1	1	0	0	1
AC008126.1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC144548.1	6	6	9	6	1	11	3040	1623	1609	2022	2361	2199	2067	1934	0	4	3	0	4	1
AC078886.1	0	0	0	4	0	0	5	1	0	1	1	2	0	2	0	0	0	2	0	0
AC073571.1	2	0	0	0	0	0	0	1	1	3	0	2	0	1	0	0	0	0	0	0
CLEC5A	0	0	11	8	78	6	2	5	15	6	18	5	6	7	85	142	131	308	184	188
AC063950.1	0	4	0	12	2	0	1	6	6	1	0	1	2	1	1	13	13	6	13	13
AC125611.3	0	3	9	7	2	0	2114	1805	1578	2100	4261	3618	1266	1404	0	0	3	0	0	0
AC024257.1	6	0	0	0	0	0	5	2	2	2	1	1	1	1	0	0	0	0	0	0
