	GSM4110156	GSM4110157	GSM4110158	GSM4110159	GSM4110160	GSM4110161
AC009108.3	3	34	10	2	8	1
AC026691.1	0	11	20	22	4	11
Z93241.1	0	26	12	12	16	20
BMS1P7	0	12	0	0	14	0
AC136475.7	0	6	11	2	15	4
AL020997.3	0	1	0	1	0	0
AL359881.2	31	8	6	0	2	0
AC025165.5	14	15	25	27	21	14
AC068790.4	0	0	0	4	1	1
AC009061.2	0	0	0	17	10	0
AL035427.1	0	0	0	0	1	0
BX546450.2	2	0	0	0	0	0
AC127502.2	15	98	73	56	44	12
AC121493.1	0	0	5	7	1	6
AC090589.3	4	10	4	10	15	7
AC068790.5	0	2	3	6	0	3
AL606834.2	0	0	2	1	3	0
AL356488.2	15	0	4	8	4	2
MIR222HG	0	7	0	182	8	0
AP001172.1	0	0	0	1	1	4
AC090559.2	31	0	3	1	3	0
AC087203.3	28	44	49	49	35	19
AF131215.7	0	2	0	4	0	0
AP003117.1	6	2	6	0	0	2
AC010531.7	0	0	3	4	0	0
AL021878.2	0	5	4	5	2	3
GAS5-AS1	2	30	21	11	16	11
AC010997.3	0	0	1	0	0	0
AC015726.1	10	79	57	25	13	4
AC068790.6	0	1	0	2	0	2
AL360012.1	0	0	5	0	0	0
AL670729.3	0	0	6	0	0	0
AC136475.8	0	0	0	2	1	0
TSNAX-DISC1	0	15	11	21	0	8
AL049840.5	0	8	2	9	10	6
AL353593.3	0	2	0	0	0	2
AC090241.2	0	2	0	3	4	2
AL513327.3	0	2	1	1	3	0
AP001429.1	0	0	3	2	0	0
AC138894.2	1	1	1	1	1	0
AC007728.3	0	3	0	0	0	0
AC092127.2	2	0	0	2	8	3
AC027020.2	15	87	71	61	32	39
AC068790.7	0	0	3	7	0	5
AP003465.2	0	0	1	0	0	0
AC025766.1	0	0	0	0	3	0
AC078795.3	0	6	0	0	0	2
MICOS10-NBL1	1	0	0	0	0	7
AF230666.2	16	0	1	3	0	0
AC005520.3	0	0	0	1	0	0
TERC	0	0	0	1	5	4
AC068620.2	0	0	3	0	0	2
AL591806.3	13	12	16	57	35	12
AC130352.1	5	19	7	17	13	3
AC004918.3	0	2	1	13	12	2
LINC01480	17	3	10	12	34	4
AC010530.1	2	5	0	5	5	2
AL390838.2	0	0	0	1	0	0
AC004233.2	0	0	1	0	0	0
NCBP2-AS2	487	513	820	534	510	198
AL359881.3	0	5	6	0	0	2
AL022097.1	1	0	0	0	0	0
AC023509.3	12	35	13	19	19	11
AC104109.2	10	40	55	77	41	6
AC007687.1	8	24	33	10	4	0
AP002840.2	2	4	2	7	20	1
BIVM-ERCC5	691	1035	0	937	952	0
AC018695.4	0	4	0	10	0	0
AC097359.2	46	31	15	76	15	9
AC016773.1	3	6	14	10	14	11
AC077690.1	0	0	7	0	0	0
AL035411.2	0	2	0	0	0	0
AC104695.3	49	174	100	64	65	30
MTCO2P22	1	0	1	1	0	0
AC079880.1	1	11	10	1	9	6
MTND6P22	2	1	1	1	1	0
NBPF8	176	1003	649	1140	588	284
AL162730.1	0	2	2	0	0	0
AC011468.4	0	5	1	0	0	0
AC093668.1	0	3	4	9	0	0
AC009884.2	0	6	0	5	0	3
AC096720.1	0	1	0	5	0	0
NDUFB8P2	0	0	0	0	0	2
IMMP1LP1	0	0	0	0	0	5
BNIP3P10	0	5	0	0	1	0
TRMT112P7	0	0	0	0	0	1
HIST2H4B	6	45	102	97	92	23
AC009948.2	10	22	6	18	6	10
AL096855.1	5	0	0	0	0	0
AC124916.2	0	1	4	0	0	0
AL121758.1	0	1	1	0	1	2
PHACTR2P1	0	0	0	2	0	2
AC174071.1	0	0	2	0	0	0
MTATP6P2	2	1	1	1	1	0
AC004004.1	0	0	2	0	6	0
AC091167.3	0	3	0	0	0	0
BNIP3P9	0	1	8	3	1	0
PPIAL4H	8	0	2	0	0	0
UNGP3	0	0	0	4	0	2
POC1B-AS1	0	12	8	19	17	17
MTND4LP5	1	0	0	0	0	0
AL451085.1	0	0	0	1	4	0
HMGN3-AS1	0	16	53	53	34	27
AC092053.1	1	1	2	0	1	0
AC020891.4	0	0	1	1	4	4
AL358215.1	0	0	1	0	0	0
AC115621.1	0	6	1	0	0	1
MTCO3P22	0	1	1	1	0	0
PFN1P2	17	102	98	132	61	10
AC000095.1	0	0	0	0	2	0
AC090950.1	0	2	4	4	0	2
CAHM	2	15	22	39	19	7
AC145285.5	0	0	0	3	1	3
AC099343.2	0	7	27	12	8	0
NRBF2P5	1	3	0	14	0	0
KNOP1P2	0	0	0	2	0	5
H3F3AP2	0	0	2	0	2	0
AC135506.1	14	26	40	20	12	15
AC008725.1	2	0	4	1	2	0
AC005034.2	0	0	0	2	2	3
AC006557.5	0	4	0	0	0	0
AC024563.2	0	0	2	0	0	1
BNIP3P37	0	2	0	0	0	0
AC073413.1	0	7	0	10	14	1
AC079587.1	0	0	0	1	0	0
AC110048.1	0	10	0	2	10	0
AC137695.1	0	0	0	1	0	0
BX322635.1	0	0	0	0	4	0
YTHDF2P1	1	1	4	7	4	0
AL391422.4	55	13	62	137	35	44
IGHV1OR15-1	0	0	0	0	2	0
AL450336.1	0	1	0	0	0	0
AL162713.1	0	0	0	4	0	0
AC021171.1	0	0	1	0	8	0
AC022001.1	0	2	0	0	2	0
PEBP1P2	4	0	0	0	0	0
CR382285.1	0	0	0	0	5	5
AC121247.2	0	0	0	0	2	0
AC093915.1	3	0	0	0	0	0
IGHV3-30	0	0	0	0	3	0
AC069431.2	0	0	0	2	0	0
AC211469.1	0	2	0	2	0	0
AC025449.1	23	15	28	9	11	9
AC097634.1	0	0	0	2	2	0
AC007681.1	12	14	1	2	3	2
AC010680.2	22	28	29	52	20	24
AL160281.1	0	0	4	0	0	0
AC006023.1	0	2	0	0	0	0
AP000787.2	0	22	7	5	15	1
AC139256.2	151	407	238	317	156	159
AL445435.1	0	1	0	0	0	2
AC046185.2	0	4	14	4	10	3
AL158163.1	30	29	16	16	12	12
AL049840.6	4	8	0	2	4	2
HCG17	0	3	9	11	8	0
AL353622.1	0	21	36	1	8	10
PPIAP52	0	1	0	0	0	0
AC009549.1	5	3	18	14	4	8
AL160191.2	0	0	0	0	4	0
AC112191.3	0	0	1	0	0	0
AC011451.2	0	8	0	0	5	4
URGCP-MRPS24	4	3	3	5	1	48
NBPF14	5458	4049	2308	2993	2285	1429
AL592436.1	0	0	0	0	1	0
AL356575.1	0	0	0	1	0	0
AL023806.1	2	2	12	24	12	0
AC104695.4	1	7	3	25	4	12
TSIX	0	24	26	74	112	3
TAF15	1722	2239	2621	2604	1799	907
AC079610.2	0	0	0	2	0	0
Z99289.2	0	0	0	7	4	0
HNRNPA1P67	1	1	0	0	0	0
AL021918.1	0	0	0	2	0	2
MTRNR2L6	1	0	1	1	1	0
YTHDF3-AS1	41	47	38	59	65	10
AC138473.1	0	2	0	0	0	0
AC095055.1	0	9	10	8	8	2
BUD13P1	7	62	18	15	32	22
AL161912.3	0	0	2	0	0	0
AC005034.3	1	1	28	12	4	1
AC073657.2	0	1	0	0	0	0
PRMT1P1	0	17	2	14	4	4
KF455155.1	0	0	0	0	0	1
AL162431.4	0	0	0	2	0	0
MICOS10P2	0	0	0	1	0	0
AC104785.1	0	4	2	0	0	0
RPL23AP92	0	1	0	0	0	0
AJ271736.1	1	1	0	1	1	1
AL035413.1	0	4	3	3	2	6
AC004853.1	0	0	0	0	0	1
AL355877.2	0	0	1	0	0	4
AC136443.5	0	2	0	0	0	0
AL136141.1	12	0	2	0	7	0
HSPE1-MOB4	9	23	32	36	14	32
AD001527.1	11	8	0	9	0	0
AL355353.1	1	2	9	3	0	6
AC005070.1	0	0	4	0	0	0
GAS2L2	0	0	4	0	2	3
AC137695.2	0	2	2	0	10	3
AC091133.5	1	0	0	4	0	0
PDLIM1P1	0	1	0	1	0	2
AC135983.5	0	3	0	1	3	3
AC013467.2	2	0	0	0	0	0
RPS10-NUDT3	3302	2168	2706	16	13	18
AC005776.1	20	11	10	28	3	8
AC010326.4	109	132	109	137	74	33
AC022400.4	0	2	0	0	2	2
CHCHD2P11	11	0	3	2	0	0
NANOGNBP3	75	0	2	0	0	0
TMEM261P1	0	3	0	0	0	0
AC016727.1	24	14	31	28	18	13
AC092032.1	0	2	1	0	1	0
AC007938.2	1	12	0	5	3	0
AL023806.2	0	6	4	5	8	0
HNRNPDLP4	0	4	0	0	0	0
VDAC1P5	2	0	0	0	1	0
DDX55P1	20	0	3	6	2	3
RPL12P48	0	0	2	0	0	0
AC004805.2	0	0	0	0	10	0
AC015849.3	31	23	5	21	23	6
SRGAP2D	9	91	47	38	58	36
ZNF30-AS1	0	0	0	0	4	4
AL136038.4	0	16	2	20	3	2
AC128687.1	0	0	0	2	0	0
HIST2H4A	5	29	85	54	72	20
RASL10B	28	51	66	54	63	35
AC087072.1	0	0	1	1	1	3
AL049844.2	0	24	0	5	5	11
AC008277.2	0	0	0	8	0	0
AC015849.4	13	0	2	1	2	1
AC111188.3	0	0	0	0	2	0
GPR75-ASB3	3	11	0	82	39	3
NUDT19P4	0	1	0	0	0	0
HNRNPA3P9	0	0	0	0	4	0
MTND4P35	10	2	3	5	1	0
AC114878.2	0	0	0	0	3	0
AC073410.2	0	0	0	1	0	0
AL161911.1	0	4	0	7	0	0
MCRIP2P2	2	0	0	0	0	0
CICP23	0	0	0	0	3	0
AC008013.3	0	0	3	0	0	0
GRAMD4P8	0	0	0	0	5	0
AL033381.2	2	0	0	0	0	0
AC006254.2	0	2	0	0	0	0
AC025811.1	1	0	2	2	1	1
MTDHP1	0	9	0	0	0	2
AL121917.2	0	0	0	0	0	3
AC007938.3	0	9	0	3	9	0
AC135731.2	11	3	3	0	0	0
AC009948.3	0	0	11	16	7	4
LPP-AS2	81	145	149	175	115	81
AC239800.3	0	0	2	1	0	0
AC016355.1	6	37	13	8	22	3
AC136475.9	0	6	4	0	0	0
MAGOH3P	0	0	0	2	0	0
AC091982.2	0	5	1	0	0	0
HMGB1P51	0	0	0	0	0	2
AL133338.2	0	16	3	18	5	6
AC139493.1	0	3	0	0	0	0
AC111186.1	0	4	0	0	0	0
AC116667.1	2	4	1	7	4	0
AC010680.3	4	4	0	6	12	0
AC020907.4	0	7	2	15	0	5
AC139700.1	12	0	0	0	0	0
AL390955.2	0	2	4	0	3	0
AL078603.1	3	0	1	0	0	0
MTRNR2L2	1	1	0	0	0	0
NDUFB9P1	0	0	0	2	0	0
AC073648.5	0	2	2	0	0	0
AC027644.2	0	4	1	9	8	6
PHBP20	0	0	1	0	0	0
AL139317.4	0	16	0	13	8	4
AC139426.3	17	0	0	0	0	0
CTAGE15	34	432	49	231	101	16
NAMA	2	5	2	0	0	0
TMEM56-RWDD3	0	1	8	1	13	2
SCML2P2	8	12	14	7	3	4
AC008555.4	0	0	0	0	8	0
AC026412.3	0	12	7	13	1	11
NUDT4P2	8	27	19	15	12	11
AC018647.2	233	407	436	458	273	208
AP000526.1	5	30	8	14	3	11
AC004130.1	0	0	5	0	0	0
AC012498.2	10	0	0	0	13	0
AC006254.3	0	0	0	0	0	1
AC010680.4	0	13	10	22	15	8
AC018889.1	0	2	0	1	0	0
ARMCX5-GPRASP2	27	52	111	72	99	81
RPL23AP88	2	10	6	7	8	4
AL161729.1	2	3	7	10	6	5
BOLA2P2	0	1	0	4	7	0
LINC01109	0	3	0	0	0	0
AC104662.1	0	6	0	0	0	0
Z99916.2	0	1	1	0	0	0
AC123912.5	0	0	4	1	1	0
AC007029.1	0	2	0	0	0	0
AC113403.1	0	0	0	0	1	0
AC099791.2	0	0	5	2	0	1
AC016831.5	4	5	2	3	0	0
MTCO1P22	1	1	1	0	1	0
AL138895.2	0	1	0	2	0	2
RPL21P136	0	2	0	0	0	0
LINC01050	13	227	38	287	257	66
AL033384.2	0	14	0	3	5	0
AL109918.3	13	3	1	0	0	0
AL121655.1	0	0	7	3	0	0
AC010201.1	0	3	0	0	0	0
AL355297.3	3	0	0	0	4	0
AL353807.4	0	0	0	1	0	0
TMCC1-AS1	49	26	67	109	58	6
AC011458.2	0	0	3	4	0	0
SRXN1	866	2723	2406	4090	1996	1116
DPRXP2	0	9	0	4	0	0
AC091488.1	0	0	1	0	2	4
CTAGE6	57	322	62	169	74	23
AC010201.2	0	2	2	4	8	0
AL035417.2	0	0	2	6	0	2
AC023206.1	0	2	0	2	0	0
AC019322.2	0	1	0	1	0	0
AL117336.2	0	3	4	11	0	17
AL591034.2	0	2	0	2	3	1
AC018638.6	20	24	51	17	29	8
AL512631.2	0	2	0	0	0	3
AC002128.2	6	0	0	9	0	1
AL034374.1	0	10	4	7	2	0
AC007619.2	0	2	3	0	0	3
AC023513.1	0	3	0	0	0	0
AL451085.2	90	114	200	105	71	46
AC012464.3	0	0	9	0	0	0
NBPF19	804	1996	2088	1746	858	1002
AL161729.3	18	0	0	0	0	0
AL445228.2	0	0	2	6	2	0
AP003973.2	0	0	4	0	6	0
AC091167.4	2	8	1	0	0	4
AL353622.2	0	1	0	0	0	0
AL078624.1	0	0	7	1	0	0
AC010680.5	4	5	2	2	1	0
AC020728.1	0	4	0	5	0	0
RPL23AP90	0	0	0	2	0	2
AL109936.2	2	9	8	0	3	1
AL157791.2	0	0	2	0	0	0
NBPF10	4361	2805	2492	1911	1102	1310
AL358072.1	0	0	2	0	0	0
AL031281.1	0	0	0	3	4	2
RPL17P51	1	0	0	0	2	0
AL356423.1	0	0	0	2	0	0
MMP28	0	18	29	49	0	11
AC005034.5	0	5	6	2	12	9
AL353729.2	2	0	0	0	0	0
AL109809.4	3	0	0	0	0	0
AC106881.1	52	102	107	75	79	34
AL078624.2	6	1	14	5	2	3
AC108676.2	0	0	0	2	1	0
AC013244.2	0	1	1	0	0	0
AC011477.6	0	5	2	10	6	2
CCL5	0	0	6	92	301	6
AL161756.2	0	0	0	0	4	0
AL590065.1	1	0	0	0	0	0
AC016831.6	8	6	16	0	0	4
BNIP3P17	0	0	0	0	3	3
BBIP1P1	0	0	0	1	0	0
Z83843.1	2	32	6	36	32	39
AC009220.3	0	0	3	2	0	0
LINC02427	26	113	105	129	28	30
AC021443.1	1	0	0	0	0	0
AC117498.3	0	0	1	0	0	0
BNIP3P11	0	6	0	3	6	0
AL355297.4	0	12	4	0	0	0
AC018638.7	5	10	6	7	12	3
AL138787.2	0	3	0	0	1	0
YPEL5P2	0	2	0	0	0	1
PPIAL4E	1	0	0	0	0	0
AL359504.2	10	12	16	22	15	8
AC078880.3	21	18	6	7	2	0
AL583832.1	0	2	0	6	2	0
AL671883.2	0	3	1	1	6	0
LINC02550	14	4	14	19	22	0
AC004805.3	0	0	0	1	0	2
AC008121.1	2	0	7	0	0	0
LIX1L	418	770	898	712	449	388
MILR1	0	0	18	3	24	8
Z84480.1	6	0	0	0	0	0
ATP2B1-AS1	41	147	93	125	100	66
AC138894.3	0	4	0	2	1	3
PSMA6P4	0	0	0	1	0	0
AC104763.2	0	0	0	2	0	0
AL139041.1	0	1	4	0	6	1
AL589743.4	0	0	0	1	0	0
AC019072.1	0	3	0	0	0	0
AC112220.2	25	51	36	72	20	39
AC099343.3	123	162	196	167	167	57
KRT8P47	0	0	0	8	2	2
AC097359.3	0	0	6	0	9	0
AC025062.2	0	0	4	6	0	0
AC018462.2	0	0	0	0	3	0
AL161729.4	0	2	0	0	0	0
AC233280.2	6	0	0	0	0	5
AC004890.3	0	0	4	0	0	0
AC010998.2	15	8	0	2	11	0
AC104771.1	0	0	3	0	0	0
MTND5P10	2	0	0	0	0	0
AC233992.2	9	28	20	29	12	2
SNX29P2	0	55	0	11	18	8
ATP1B3P1	0	0	3	4	0	0
AC017033.1	0	0	0	4	6	0
AC010501.1	11	22	35	14	10	3
AC012640.3	2	0	0	0	0	0
AC022146.2	15	0	9	0	0	0
MROH7-TTC4	151	57	151	34	52	0
AC103858.1	0	0	0	1	1	0
AL390208.1	0	0	7	0	0	3
AL137798.1	0	1	0	0	0	0
Z98200.1	0	2	0	0	0	0
AC008608.2	39	42	36	42	36	11
AC114490.2	88	10	67	1	7	9
AL121992.2	0	0	2	0	0	0
AF287957.1	0	56	47	6	10	8
AL031848.2	7	0	0	0	0	0
AC005828.6	6	8	6	5	6	2
AP003392.5	0	0	6	3	0	4
AL355802.2	12	22	20	34	9	0
AL031118.1	0	3	0	1	1	5
AP002360.2	0	1	0	0	2	2
RN7SKP299	0	3	12	6	3	2
AC139792.1	4	0	3	0	4	0
AL109930.1	41	16	25	15	27	4
AL445209.1	0	14	0	0	2	0
AC080013.3	0	2	2	0	0	0
AC009994.1	0	0	0	3	0	0
AL118558.3	4	10	32	17	4	4
AC026740.1	30	2	3	2	0	3
AL031055.1	0	2	6	13	2	0
AC104794.4	138	0	9	0	0	0
AC008875.1	0	0	4	6	2	3
AL080317.2	14	6	15	17	17	6
AC008667.4	0	0	0	2	0	0
AL589666.1	2	22	32	37	23	48
AC011337.1	24	18	16	3	11	2
AC008494.3	32	4	4	7	16	0
SNORA51	0	1	0	3	1	1
AL590822.2	8	3	0	10	4	0
AL603832.3	5	17	17	30	13	10
Z97200.1	0	3	11	18	9	0
AC008897.3	40	64	68	13	47	12
AC022400.5	0	26	0	23	11	8
RNU6-94P	0	0	0	0	0	1
AC019080.3	8	2	6	0	0	0
PLS3-AS1	4	2	0	4	0	0
AC008937.3	17	1	1	7	3	4
AC012213.4	0	3	3	0	3	0
AL445222.1	1	15	12	14	22	5
AC012557.1	0	11	7	19	16	4
AC073389.2	0	0	2	0	0	0
AC012603.1	0	0	4	1	3	0
AC087501.4	43	12	33	36	24	16
SNORD11B	0	0	1	0	0	0
AL162258.1	295	94	732	586	69	48
AC073195.1	7	2	12	12	8	8
AL096865.1	51	281	141	167	124	64
Z84492.1	9	12	0	8	0	0
AC104118.1	3	27	31	13	26	11
AC114810.1	5	9	17	0	6	3
AC026979.2	125	24	69	101	30	4
AC024060.1	2	5	4	12	5	9
AC005740.4	0	0	3	0	0	6
AC025754.2	0	0	2	3	0	0
AGAP11	0	0	24	11	18	17
AP001330.5	11	3	10	4	5	6
MIR98	0	0	1	0	0	0
AL136162.1	0	8	37	13	17	6
AC016747.2	0	0	0	4	0	2
AC007744.1	0	149	0	57	22	35
AL109811.2	16	15	26	49	34	19
MIR4466	0	0	0	0	0	1
AC025627.4	0	5	0	1	0	0
AL035530.2	0	5	0	4	0	0
AL357568.2	3	3	0	0	0	0
AC034236.2	27	17	16	31	12	11
AC005828.7	0	0	0	0	0	1
RNA5SP108	0	1	2	0	0	3
AL353135.1	0	9	0	4	2	0
AL603756.1	5	26	5	40	14	9
AC012073.1	32	43	30	20	34	18
AC104187.1	0	9	17	0	0	0
AC098614.3	13	17	23	32	40	16
AC017076.1	13	2	3	3	4	0
AC093423.3	4	0	0	0	0	0
AC100803.3	0	0	0	0	4	0
AC090948.1	2	8	13	6	4	0
AC021321.1	13	0	10	6	7	2
AL583856.2	0	0	1	0	1	2
AC120053.1	0	16	19	6	4	8
AC141002.1	4	0	8	0	1	1
RDM1P4	1	1	2	1	3	2
AC012467.2	51	107	179	62	72	47
AL359643.2	24	44	19	17	11	9
AC012640.4	0	0	2	3	0	0
SNORD58B	1	37	87	70	57	48
AC023302.1	0	0	2	0	0	0
AL008726.1	0	0	0	4	1	7
RN7SL827P	4	0	1	1	0	0
AC013400.1	0	5	0	4	0	0
AL354872.2	10	14	11	21	6	0
AC126118.1	0	0	3	0	0	0
AC019080.4	0	0	0	2	0	0
AC034229.3	0	9	4	4	4	2
AC010904.2	14	7	28	4	8	0
FO704657.1	0	0	9	10	4	0
AL139274.2	2	2	25	21	17	14
AL121944.1	0	15	0	18	7	2
AC008592.5	0	0	0	0	14	0
AC010240.3	0	3	8	4	0	0
AC064807.4	0	1	0	4	6	2
AL162258.2	1	17	18	8	33	6
ANKRD34A	4	33	35	39	23	22
AL136984.1	2	3	0	3	0	0
SNORD14A	0	1	5	3	1	3
AP002907.1	0	9	0	4	0	4
AC010245.2	9	10	13	7	4	4
GTF2H5	507	594	804	795	763	244
AC091965.4	0	0	2	5	0	0
AC007390.2	9	49	53	34	42	8
RNU6-6P	0	1	0	0	0	0
AC013472.3	12	16	15	4	7	8
AC016575.1	0	0	0	0	2	0
AL365181.2	9	3	18	3	7	0
AC005618.1	0	4	4	0	10	4
AC122710.2	0	2	0	0	0	0
AC004492.1	0	22	12	21	13	12
AC090186.1	0	0	0	0	0	1
AC124045.1	24	44	39	67	19	35
AL139423.1	35	29	81	68	29	30
AC008972.2	0	8	8	2	4	1
AL137127.1	19	27	7	15	7	4
AC025181.2	14	37	59	66	60	18
AC080013.4	0	2	8	8	2	8
AC087623.2	22	17	19	25	47	27
AC091614.1	0	0	3	0	0	0
AL024498.1	0	5	12	6	3	2
AL513218.1	5	0	5	5	2	0
AC026741.1	0	2	4	0	0	0
Z84492.2	1	0	0	0	0	0
AL691432.2	124	359	404	349	268	133
AC244517.1	0	4	4	0	4	0
AC008906.2	0	5	8	3	0	2
AC011374.2	0	1	0	2	0	0
AC233992.3	1	14	11	6	4	10
AC006058.3	0	0	0	2	0	0
AC008966.2	0	4	2	0	3	0
AP006545.2	0	2	2	0	0	0
AL359715.3	33	9	22	26	26	14
AC091946.2	0	0	3	0	0	0
AC103810.6	0	1	1	0	0	0
AL451064.1	0	0	2	0	0	0
LINC01607	0	0	0	6	0	0
AC022400.6	8	18	7	15	15	11
AL390719.2	0	0	0	5	0	0
AL359643.3	21	10	38	44	26	24
FGF14-AS2	10	28	87	54	60	16
AC025171.4	4	6	3	5	2	5
NFYC-AS1	0	27	5	21	41	14
ARF4-AS1	0	0	0	9	0	0
AC013403.2	14	10	1	9	6	3
AC112211.1	0	0	1	0	0	0
NBPF25P	291	347	528	343	227	188
AL365330.1	47	59	40	40	53	26
AC055822.1	6	4	7	2	7	0
AC008280.3	8	19	6	13	10	4
AL139022.2	1	3	0	1	0	0
AC087623.3	4	1	0	0	0	1
AL589739.1	0	0	5	0	0	0
AF106564.1	0	0	6	0	2	0
AC005972.2	18	0	6	3	4	0
AL606537.1	0	4	0	0	0	0
CASC15	26	52	16	7	18	24
AL355385.1	2	14	8	4	2	0
AC138696.2	56	11	17	19	9	2
U47924.2	34	92	54	95	82	23
AL050343.2	6	4	6	0	5	1
AC011306.1	0	0	0	2	0	0
AC012557.2	0	11	8	7	2	0
AC135507.1	0	0	0	2	3	0
AC005041.3	0	0	3	1	0	4
AP003392.6	4	0	0	0	0	0
AL024508.2	14	27	27	27	7	14
AC100812.1	0	5	15	1	1	2
AL356512.1	89	52	31	20	24	38
HIST2H2AA4	542	986	957	2817	988	354
AC097358.2	0	0	0	0	10	0
AC114760.2	14	3	7	9	4	2
AL645940.1	10	7	24	7	3	0
AC005072.1	32	8	1	2	0	10
AC103810.7	1	1	1	1	1	0
AL645933.2	0	47	0	35	10	0
AL136304.1	12	22	17	12	0	7
AL136985.2	0	0	0	1	0	0
AC008945.1	6	0	0	0	0	0
AL590438.1	0	14	0	0	0	0
AC011373.1	0	3	0	2	0	3
AC004908.1	0	1	45	57	21	17
AL138831.2	0	2	1	0	0	0
AP003117.2	0	0	0	0	1	0
RNA5SP386	0	0	0	1	0	0
AC113361.1	0	0	2	0	0	0
AC044849.1	374	129	294	211	133	57
LINC01749	2	0	0	0	0	0
AC034198.2	2	8	5	6	6	2
AC009686.2	14	0	3	0	1	0
AC034236.3	0	1	0	0	0	0
AC021242.3	115	92	87	121	49	29
AL138724.1	73	98	162	120	50	55
IER3-AS1	0	26	18	35	5	3
LINC00551	0	0	0	0	6	0
AC092687.3	6	73	121	42	48	18
AL031963.3	34	54	82	33	63	30
TPTE2P2	0	0	0	0	0	2
LINC02084	0	0	0	0	4	0
AL451165.2	43	21	62	36	43	16
AC083964.1	14	14	17	15	3	3
SNORD96A	1	1	1	1	1	1
AP002360.3	0	4	3	3	7	0
AC096887.1	0	7	5	4	5	4
AC104113.1	1	1	3	0	1	0
AL021368.2	6	32	26	11	29	15
AL445309.1	0	22	22	8	14	13
AC026801.2	19	29	20	24	16	2
AC012629.2	0	0	8	0	0	0
NUDT3	202	1710	3155	2856	1546	1450
AC002044.1	2	0	0	0	0	0
KMT2B	1858	3419	2247	2634	2048	1915
AC011816.2	0	4	0	2	0	1
AC093297.2	4	119	128	48	68	77
RNU6-90P	0	0	0	1	0	0
AC067838.1	20	0	16	6	3	3
AL137003.2	7	21	18	19	11	4
AC116609.3	0	0	1	0	0	0
AL031775.1	8	33	10	19	17	8
AC103810.8	0	0	1	1	0	0
AC092354.1	0	3	2	10	3	2
AL080317.3	18	109	27	78	43	22
AC116036.2	0	4	3	4	4	1
AC005014.2	0	5	14	4	10	3
AL160408.5	0	0	4	0	0	0
AL158211.3	3	1	0	4	1	0
AC074032.1	93	21	85	73	96	18
AC008035.1	18	0	2	7	3	0
AC092354.2	4	0	0	0	0	0
AC009102.2	0	0	0	0	0	2
Z97832.2	1	21	6	40	23	6
AC026979.3	2	15	14	7	5	4
AL008729.2	0	0	0	1	0	0
LINC02664	1	3	1	0	0	0
AC025171.5	0	0	6	3	0	0
AC016405.3	0	8	2	0	0	0
POM121C	881	5289	3599	3238	2826	2205
IFNL4	0	0	0	2	0	0
AC005392.3	0	0	2	0	0	0
AL138916.2	0	1	0	0	0	0
CD24	4092	7588	18158	11821	8514	11447
AC103810.9	0	0	0	1	0	0
AL031775.2	0	1	1	14	0	2
AL365181.3	13	14	26	23	14	6
AL022394.1	0	0	2	0	0	0
AC022384.1	0	56	0	55	0	7
FAM47E-STBD1	1	641	0	3	35	3
AC025175.1	0	0	3	0	0	0
AC034229.4	0	6	0	0	0	0
AC090607.4	0	3	2	0	0	0
LINC01145	49	407	300	258	179	122
AL513477.2	0	11	5	3	6	0
AC009902.3	7	0	0	2	0	0
BX284668.6	0	0	0	0	0	4
AL450270.1	0	0	0	2	0	0
LINC02637	5	12	39	10	15	10
AL031432.3	1	6	9	24	17	3
AC137630.3	19	40	50	22	14	4
RNA5SP357	0	0	0	0	0	1
AL645608.6	0	3	3	6	0	0
AC080013.6	14	4	14	3	9	2
AL353588.1	0	0	0	8	6	8
AL118558.4	0	7	11	0	1	0
AL158850.1	12	0	0	0	0	0
AL135925.1	92	213	331	250	113	101
AL139246.5	0	4	4	15	4	6
AL391244.2	9	61	112	74	43	14
AC139795.3	1	0	4	0	1	0
U91328.1	10	60	86	98	59	25
AL357054.4	10	18	21	6	15	26
AL031768.1	0	0	0	0	0	2
AL021807.1	16	12	9	21	0	3
AL024507.2	8	31	38	33	30	9
AL020996.3	0	2	4	5	0	0
AC010857.1	0	6	4	0	4	2
AC254633.1	0	5	0	3	8	0
AC022001.3	6	6	3	2	0	3
AL392183.1	0	0	0	0	4	0
AL132656.3	0	0	1	4	0	0
AL109659.2	0	2	0	4	0	4
AC090948.2	0	0	0	9	2	0
AL662844.4	38	7	92	41	54	3
AC104958.2	0	11	23	0	1	6
AC104964.4	12	29	19	15	28	2
AL136982.6	0	0	0	0	1	0
AC087752.4	0	0	0	0	3	0
AL121992.3	0	0	0	0	0	2
AL645608.7	0	17	3	0	0	2
CFAP206	0	6	8	0	0	0
AL158211.4	0	0	0	3	0	2
AC036214.2	14	7	10	30	7	13
LINC01023	160	142	247	210	177	47
AC099522.2	0	11	0	6	3	3
AC090948.3	3	7	12	11	2	0
SNORA28	0	0	0	2	1	2
AC005014.3	0	2	2	0	0	0
AL662797.1	3	22	32	32	0	8
AL021368.3	1	7	5	4	1	0
GTF2IP13	20	246	84	131	92	27
AC016745.2	0	2	0	0	0	0
AC012511.1	0	0	2	6	2	1
AF250324.1	0	2	0	0	0	0
AC109347.2	0	0	0	0	3	0
AC005162.3	0	0	3	0	13	0
AL138762.1	12	15	20	5	8	3
MUSTN1	0	4	7	15	5	1
AL596325.2	141	30	21	17	9	3
AC027271.1	0	0	7	2	2	0
